tf,bucket_open_et,bucket_close_et,open,high,low,close,volume,segment_id,norm_segment_id,n_source_minutes,source_first_ts,source_last_ts,availability_et,complete,spans_segment_boundary
1m,2026-07-06 18:51:00-04:00,2026-07-06 18:52:00-04:00,29922.5,29923.25,29917.25,29918.75,33,6,0,1,2026-07-06 18:51:00-04:00,2026-07-06 18:51:00-04:00,2026-07-06 18:52:00-04:00,True,False
1m,2026-07-06 18:52:00-04:00,2026-07-06 18:53:00-04:00,29918.75,29918.75,29914.0,29918.0,39,6,0,1,2026-07-06 18:52:00-04:00,2026-07-06 18:52:00-04:00,2026-07-06 18:53:00-04:00,True,False
1m,2026-07-06 18:53:00-04:00,2026-07-06 18:54:00-04:00,29916.25,29916.25,29906.75,29908.25,128,6,0,1,2026-07-06 18:53:00-04:00,2026-07-06 18:53:00-04:00,2026-07-06 18:54:00-04:00,True,False
1m,2026-07-06 18:54:00-04:00,2026-07-06 18:55:00-04:00,29907.0,29910.75,29904.75,29907.75,101,6,0,1,2026-07-06 18:54:00-04:00,2026-07-06 18:54:00-04:00,2026-07-06 18:55:00-04:00,True,False
1m,2026-07-06 18:55:00-04:00,2026-07-06 18:56:00-04:00,29909.25,29910.0,29893.5,29894.75,205,6,0,1,2026-07-06 18:55:00-04:00,2026-07-06 18:55:00-04:00,2026-07-06 18:56:00-04:00,True,False
1m,2026-07-06 18:56:00-04:00,2026-07-06 18:57:00-04:00,29895.0,29898.0,29890.0,29892.0,99,6,0,1,2026-07-06 18:56:00-04:00,2026-07-06 18:56:00-04:00,2026-07-06 18:57:00-04:00,True,False
1m,2026-07-06 18:57:00-04:00,2026-07-06 18:58:00-04:00,29892.0,29898.5,29889.0,29897.75,143,6,0,1,2026-07-06 18:57:00-04:00,2026-07-06 18:57:00-04:00,2026-07-06 18:58:00-04:00,True,False
1m,2026-07-06 18:58:00-04:00,2026-07-06 18:59:00-04:00,29899.0,29904.5,29894.5,29901.5,117,6,0,1,2026-07-06 18:58:00-04:00,2026-07-06 18:58:00-04:00,2026-07-06 18:59:00-04:00,True,False
1m,2026-07-06 18:59:00-04:00,2026-07-06 19:00:00-04:00,29902.0,29905.75,29894.5,29894.75,71,6,0,1,2026-07-06 18:59:00-04:00,2026-07-06 18:59:00-04:00,2026-07-06 19:00:00-04:00,True,False
1m,2026-07-06 19:00:00-04:00,2026-07-06 19:01:00-04:00,29893.5,29912.75,29891.75,29905.0,181,6,0,1,2026-07-06 19:00:00-04:00,2026-07-06 19:00:00-04:00,2026-07-06 19:01:00-04:00,True,False
1m,2026-07-06 19:01:00-04:00,2026-07-06 19:02:00-04:00,29904.75,29919.0,29904.25,29911.0,133,6,0,1,2026-07-06 19:01:00-04:00,2026-07-06 19:01:00-04:00,2026-07-06 19:02:00-04:00,True,False
1m,2026-07-06 19:02:00-04:00,2026-07-06 19:03:00-04:00,29911.0,29922.0,29908.25,29920.75,119,6,0,1,2026-07-06 19:02:00-04:00,2026-07-06 19:02:00-04:00,2026-07-06 19:03:00-04:00,True,False
1m,2026-07-06 19:03:00-04:00,2026-07-06 19:04:00-04:00,29921.0,29928.75,29919.75,29923.25,94,6,0,1,2026-07-06 19:03:00-04:00,2026-07-06 19:03:00-04:00,2026-07-06 19:04:00-04:00,True,False
1m,2026-07-06 19:04:00-04:00,2026-07-06 19:05:00-04:00,29920.5,29924.25,29916.25,29920.25,61,6,0,1,2026-07-06 19:04:00-04:00,2026-07-06 19:04:00-04:00,2026-07-06 19:05:00-04:00,True,False
1m,2026-07-06 19:05:00-04:00,2026-07-06 19:06:00-04:00,29921.5,29925.0,29920.5,29925.0,55,6,0,1,2026-07-06 19:05:00-04:00,2026-07-06 19:05:00-04:00,2026-07-06 19:06:00-04:00,True,False
1m,2026-07-06 19:06:00-04:00,2026-07-06 19:07:00-04:00,29923.5,29927.75,29923.5,29924.5,48,6,0,1,2026-07-06 19:06:00-04:00,2026-07-06 19:06:00-04:00,2026-07-06 19:07:00-04:00,True,False
1m,2026-07-06 19:07:00-04:00,2026-07-06 19:08:00-04:00,29925.5,29925.5,29922.0,29923.0,27,6,0,1,2026-07-06 19:07:00-04:00,2026-07-06 19:07:00-04:00,2026-07-06 19:08:00-04:00,True,False
1m,2026-07-06 19:08:00-04:00,2026-07-06 19:09:00-04:00,29925.0,29927.75,29918.75,29920.75,50,6,0,1,2026-07-06 19:08:00-04:00,2026-07-06 19:08:00-04:00,2026-07-06 19:09:00-04:00,True,False
1m,2026-07-06 19:09:00-04:00,2026-07-06 19:10:00-04:00,29920.5,29920.5,29904.75,29911.0,185,6,0,1,2026-07-06 19:09:00-04:00,2026-07-06 19:09:00-04:00,2026-07-06 19:10:00-04:00,True,False
1m,2026-07-06 19:10:00-04:00,2026-07-06 19:11:00-04:00,29910.5,29916.25,29909.75,29914.75,48,6,0,1,2026-07-06 19:10:00-04:00,2026-07-06 19:10:00-04:00,2026-07-06 19:11:00-04:00,True,False
1m,2026-07-06 19:11:00-04:00,2026-07-06 19:12:00-04:00,29915.5,29918.5,29907.75,29912.5,61,6,0,1,2026-07-06 19:11:00-04:00,2026-07-06 19:11:00-04:00,2026-07-06 19:12:00-04:00,True,False
1m,2026-07-06 19:12:00-04:00,2026-07-06 19:13:00-04:00,29911.75,29916.75,29910.0,29910.0,52,6,0,1,2026-07-06 19:12:00-04:00,2026-07-06 19:12:00-04:00,2026-07-06 19:13:00-04:00,True,False
1m,2026-07-06 19:13:00-04:00,2026-07-06 19:14:00-04:00,29911.5,29912.0,29909.0,29912.0,30,6,0,1,2026-07-06 19:13:00-04:00,2026-07-06 19:13:00-04:00,2026-07-06 19:14:00-04:00,True,False
1m,2026-07-06 19:14:00-04:00,2026-07-06 19:15:00-04:00,29912.5,29912.5,29903.75,29907.0,55,6,0,1,2026-07-06 19:14:00-04:00,2026-07-06 19:14:00-04:00,2026-07-06 19:15:00-04:00,True,False
1m,2026-07-06 19:15:00-04:00,2026-07-06 19:16:00-04:00,29906.0,29906.0,29900.25,29904.5,69,6,0,1,2026-07-06 19:15:00-04:00,2026-07-06 19:15:00-04:00,2026-07-06 19:16:00-04:00,True,False
1m,2026-07-06 19:16:00-04:00,2026-07-06 19:17:00-04:00,29902.75,29903.25,29891.25,29891.75,130,6,0,1,2026-07-06 19:16:00-04:00,2026-07-06 19:16:00-04:00,2026-07-06 19:17:00-04:00,True,False
1m,2026-07-06 19:17:00-04:00,2026-07-06 19:18:00-04:00,29894.0,29898.25,29893.75,29894.0,65,6,0,1,2026-07-06 19:17:00-04:00,2026-07-06 19:17:00-04:00,2026-07-06 19:18:00-04:00,True,False
1m,2026-07-06 19:18:00-04:00,2026-07-06 19:19:00-04:00,29895.75,29895.75,29882.0,29884.0,202,6,0,1,2026-07-06 19:18:00-04:00,2026-07-06 19:18:00-04:00,2026-07-06 19:19:00-04:00,True,False
1m,2026-07-06 19:19:00-04:00,2026-07-06 19:20:00-04:00,29883.5,29885.75,29875.5,29877.25,165,6,0,1,2026-07-06 19:19:00-04:00,2026-07-06 19:19:00-04:00,2026-07-06 19:20:00-04:00,True,False
1m,2026-07-06 19:20:00-04:00,2026-07-06 19:21:00-04:00,29877.25,29883.5,29872.75,29878.75,140,6,0,1,2026-07-06 19:20:00-04:00,2026-07-06 19:20:00-04:00,2026-07-06 19:21:00-04:00,True,False
1m,2026-07-06 19:21:00-04:00,2026-07-06 19:22:00-04:00,29878.0,29886.75,29878.0,29882.75,84,6,0,1,2026-07-06 19:21:00-04:00,2026-07-06 19:21:00-04:00,2026-07-06 19:22:00-04:00,True,False
1m,2026-07-06 19:22:00-04:00,2026-07-06 19:23:00-04:00,29883.0,29886.75,29882.5,29886.0,36,6,0,1,2026-07-06 19:22:00-04:00,2026-07-06 19:22:00-04:00,2026-07-06 19:23:00-04:00,True,False
1m,2026-07-06 19:23:00-04:00,2026-07-06 19:24:00-04:00,29887.0,29892.0,29883.5,29888.0,111,6,0,1,2026-07-06 19:23:00-04:00,2026-07-06 19:23:00-04:00,2026-07-06 19:24:00-04:00,True,False
1m,2026-07-06 19:24:00-04:00,2026-07-06 19:25:00-04:00,29889.5,29900.0,29889.5,29896.0,96,6,0,1,2026-07-06 19:24:00-04:00,2026-07-06 19:24:00-04:00,2026-07-06 19:25:00-04:00,True,False
1m,2026-07-06 19:25:00-04:00,2026-07-06 19:26:00-04:00,29895.25,29901.0,29892.75,29893.25,90,6,0,1,2026-07-06 19:25:00-04:00,2026-07-06 19:25:00-04:00,2026-07-06 19:26:00-04:00,True,False
1m,2026-07-06 19:26:00-04:00,2026-07-06 19:27:00-04:00,29892.0,29899.0,29890.5,29897.75,50,6,0,1,2026-07-06 19:26:00-04:00,2026-07-06 19:26:00-04:00,2026-07-06 19:27:00-04:00,True,False
1m,2026-07-06 19:27:00-04:00,2026-07-06 19:28:00-04:00,29900.0,29905.0,29900.0,29902.75,125,6,0,1,2026-07-06 19:27:00-04:00,2026-07-06 19:27:00-04:00,2026-07-06 19:28:00-04:00,True,False
1m,2026-07-06 19:28:00-04:00,2026-07-06 19:29:00-04:00,29902.0,29904.0,29899.25,29901.5,68,6,0,1,2026-07-06 19:28:00-04:00,2026-07-06 19:28:00-04:00,2026-07-06 19:29:00-04:00,True,False
1m,2026-07-06 19:29:00-04:00,2026-07-06 19:30:00-04:00,29902.0,29906.5,29897.5,29897.5,100,6,0,1,2026-07-06 19:29:00-04:00,2026-07-06 19:29:00-04:00,2026-07-06 19:30:00-04:00,True,False
1m,2026-07-06 19:30:00-04:00,2026-07-06 19:31:00-04:00,29897.25,29906.0,29896.5,29898.75,109,6,0,1,2026-07-06 19:30:00-04:00,2026-07-06 19:30:00-04:00,2026-07-06 19:31:00-04:00,True,False
1m,2026-07-06 19:31:00-04:00,2026-07-06 19:32:00-04:00,29899.5,29899.5,29892.25,29896.0,93,6,0,1,2026-07-06 19:31:00-04:00,2026-07-06 19:31:00-04:00,2026-07-06 19:32:00-04:00,True,False
1m,2026-07-06 19:32:00-04:00,2026-07-06 19:33:00-04:00,29896.75,29899.75,29891.0,29891.25,45,6,0,1,2026-07-06 19:32:00-04:00,2026-07-06 19:32:00-04:00,2026-07-06 19:33:00-04:00,True,False
1m,2026-07-06 19:33:00-04:00,2026-07-06 19:34:00-04:00,29890.75,29890.75,29884.75,29888.25,84,6,0,1,2026-07-06 19:33:00-04:00,2026-07-06 19:33:00-04:00,2026-07-06 19:34:00-04:00,True,False
1m,2026-07-06 19:34:00-04:00,2026-07-06 19:35:00-04:00,29887.5,29888.75,29882.5,29883.0,129,6,0,1,2026-07-06 19:34:00-04:00,2026-07-06 19:34:00-04:00,2026-07-06 19:35:00-04:00,True,False
1m,2026-07-06 19:35:00-04:00,2026-07-06 19:36:00-04:00,29884.5,29892.0,29884.5,29890.5,85,6,0,1,2026-07-06 19:35:00-04:00,2026-07-06 19:35:00-04:00,2026-07-06 19:36:00-04:00,True,False
1m,2026-07-06 19:36:00-04:00,2026-07-06 19:37:00-04:00,29891.25,29891.25,29883.5,29884.5,70,6,0,1,2026-07-06 19:36:00-04:00,2026-07-06 19:36:00-04:00,2026-07-06 19:37:00-04:00,True,False
1m,2026-07-06 19:37:00-04:00,2026-07-06 19:38:00-04:00,29885.0,29888.75,29881.25,29888.75,49,6,0,1,2026-07-06 19:37:00-04:00,2026-07-06 19:37:00-04:00,2026-07-06 19:38:00-04:00,True,False
1m,2026-07-06 19:38:00-04:00,2026-07-06 19:39:00-04:00,29888.0,29889.25,29881.75,29881.75,22,6,0,1,2026-07-06 19:38:00-04:00,2026-07-06 19:38:00-04:00,2026-07-06 19:39:00-04:00,True,False
1m,2026-07-06 19:39:00-04:00,2026-07-06 19:40:00-04:00,29881.25,29883.5,29879.0,29881.25,63,6,0,1,2026-07-06 19:39:00-04:00,2026-07-06 19:39:00-04:00,2026-07-06 19:40:00-04:00,True,False
1m,2026-07-06 19:40:00-04:00,2026-07-06 19:41:00-04:00,29880.25,29882.75,29876.25,29877.25,74,6,0,1,2026-07-06 19:40:00-04:00,2026-07-06 19:40:00-04:00,2026-07-06 19:41:00-04:00,True,False
1m,2026-07-06 19:41:00-04:00,2026-07-06 19:42:00-04:00,29878.0,29879.75,29868.0,29873.75,197,6,0,1,2026-07-06 19:41:00-04:00,2026-07-06 19:41:00-04:00,2026-07-06 19:42:00-04:00,True,False
1m,2026-07-06 19:42:00-04:00,2026-07-06 19:43:00-04:00,29874.25,29874.25,29864.75,29871.75,174,6,0,1,2026-07-06 19:42:00-04:00,2026-07-06 19:42:00-04:00,2026-07-06 19:43:00-04:00,True,False
1m,2026-07-06 19:43:00-04:00,2026-07-06 19:44:00-04:00,29874.0,29880.25,29873.5,29879.75,101,6,0,1,2026-07-06 19:43:00-04:00,2026-07-06 19:43:00-04:00,2026-07-06 19:44:00-04:00,True,False
1m,2026-07-06 19:44:00-04:00,2026-07-06 19:45:00-04:00,29881.0,29882.0,29872.75,29874.75,93,6,0,1,2026-07-06 19:44:00-04:00,2026-07-06 19:44:00-04:00,2026-07-06 19:45:00-04:00,True,False
1m,2026-07-06 19:45:00-04:00,2026-07-06 19:46:00-04:00,29874.75,29875.5,29860.0,29865.75,188,6,0,1,2026-07-06 19:45:00-04:00,2026-07-06 19:45:00-04:00,2026-07-06 19:46:00-04:00,True,False
1m,2026-07-06 19:46:00-04:00,2026-07-06 19:47:00-04:00,29865.0,29865.5,29852.0,29857.5,284,6,0,1,2026-07-06 19:46:00-04:00,2026-07-06 19:46:00-04:00,2026-07-06 19:47:00-04:00,True,False
1m,2026-07-06 19:47:00-04:00,2026-07-06 19:48:00-04:00,29857.25,29858.75,29851.0,29858.75,167,6,0,1,2026-07-06 19:47:00-04:00,2026-07-06 19:47:00-04:00,2026-07-06 19:48:00-04:00,True,False
1m,2026-07-06 19:48:00-04:00,2026-07-06 19:49:00-04:00,29858.75,29861.0,29852.25,29857.0,96,6,0,1,2026-07-06 19:48:00-04:00,2026-07-06 19:48:00-04:00,2026-07-06 19:49:00-04:00,True,False
1m,2026-07-06 19:49:00-04:00,2026-07-06 19:50:00-04:00,29856.25,29863.25,29854.0,29857.25,106,6,0,1,2026-07-06 19:49:00-04:00,2026-07-06 19:49:00-04:00,2026-07-06 19:50:00-04:00,True,False
1m,2026-07-06 19:50:00-04:00,2026-07-06 19:51:00-04:00,29855.25,29859.0,29839.25,29849.5,599,6,0,1,2026-07-06 19:50:00-04:00,2026-07-06 19:50:00-04:00,2026-07-06 19:51:00-04:00,True,False
1m,2026-07-06 19:51:00-04:00,2026-07-06 19:52:00-04:00,29850.25,29853.0,29843.0,29852.25,159,6,0,1,2026-07-06 19:51:00-04:00,2026-07-06 19:51:00-04:00,2026-07-06 19:52:00-04:00,True,False
1m,2026-07-06 19:52:00-04:00,2026-07-06 19:53:00-04:00,29851.75,29859.0,29847.75,29857.75,80,6,0,1,2026-07-06 19:52:00-04:00,2026-07-06 19:52:00-04:00,2026-07-06 19:53:00-04:00,True,False
1m,2026-07-06 19:53:00-04:00,2026-07-06 19:54:00-04:00,29859.0,29860.0,29853.25,29856.25,88,6,0,1,2026-07-06 19:53:00-04:00,2026-07-06 19:53:00-04:00,2026-07-06 19:54:00-04:00,True,False
1m,2026-07-06 19:54:00-04:00,2026-07-06 19:55:00-04:00,29856.75,29859.5,29848.75,29854.0,119,6,0,1,2026-07-06 19:54:00-04:00,2026-07-06 19:54:00-04:00,2026-07-06 19:55:00-04:00,True,False
1m,2026-07-06 19:55:00-04:00,2026-07-06 19:56:00-04:00,29852.75,29855.75,29845.0,29845.0,68,6,0,1,2026-07-06 19:55:00-04:00,2026-07-06 19:55:00-04:00,2026-07-06 19:56:00-04:00,True,False
1m,2026-07-06 19:56:00-04:00,2026-07-06 19:57:00-04:00,29844.75,29853.5,29842.75,29847.0,76,6,0,1,2026-07-06 19:56:00-04:00,2026-07-06 19:56:00-04:00,2026-07-06 19:57:00-04:00,True,False
1m,2026-07-06 19:57:00-04:00,2026-07-06 19:58:00-04:00,29848.0,29850.0,29841.75,29843.75,75,6,0,1,2026-07-06 19:57:00-04:00,2026-07-06 19:57:00-04:00,2026-07-06 19:58:00-04:00,True,False
1m,2026-07-06 19:58:00-04:00,2026-07-06 19:59:00-04:00,29845.0,29848.25,29841.75,29845.75,84,6,0,1,2026-07-06 19:58:00-04:00,2026-07-06 19:58:00-04:00,2026-07-06 19:59:00-04:00,True,False
1m,2026-07-06 19:59:00-04:00,2026-07-06 20:00:00-04:00,29845.75,29853.75,29843.25,29852.25,120,6,0,1,2026-07-06 19:59:00-04:00,2026-07-06 19:59:00-04:00,2026-07-06 20:00:00-04:00,True,False
1m,2026-07-06 20:00:00-04:00,2026-07-06 20:01:00-04:00,29851.0,29863.0,29833.75,29856.25,444,6,0,1,2026-07-06 20:00:00-04:00,2026-07-06 20:00:00-04:00,2026-07-06 20:01:00-04:00,True,False
1m,2026-07-06 20:01:00-04:00,2026-07-06 20:02:00-04:00,29858.5,29869.25,29852.0,29856.5,221,6,0,1,2026-07-06 20:01:00-04:00,2026-07-06 20:01:00-04:00,2026-07-06 20:02:00-04:00,True,False
1m,2026-07-06 20:02:00-04:00,2026-07-06 20:03:00-04:00,29858.25,29862.0,29852.5,29855.0,99,6,0,1,2026-07-06 20:02:00-04:00,2026-07-06 20:02:00-04:00,2026-07-06 20:03:00-04:00,True,False
1m,2026-07-06 20:03:00-04:00,2026-07-06 20:04:00-04:00,29854.0,29865.0,29854.0,29862.5,54,6,0,1,2026-07-06 20:03:00-04:00,2026-07-06 20:03:00-04:00,2026-07-06 20:04:00-04:00,True,False
1m,2026-07-06 20:04:00-04:00,2026-07-06 20:05:00-04:00,29861.25,29866.5,29854.0,29859.5,66,6,0,1,2026-07-06 20:04:00-04:00,2026-07-06 20:04:00-04:00,2026-07-06 20:05:00-04:00,True,False
1m,2026-07-06 20:05:00-04:00,2026-07-06 20:06:00-04:00,29865.0,29874.25,29856.25,29864.0,206,6,0,1,2026-07-06 20:05:00-04:00,2026-07-06 20:05:00-04:00,2026-07-06 20:06:00-04:00,True,False
1m,2026-07-06 20:06:00-04:00,2026-07-06 20:07:00-04:00,29866.0,29868.5,29850.75,29861.0,126,6,0,1,2026-07-06 20:06:00-04:00,2026-07-06 20:06:00-04:00,2026-07-06 20:07:00-04:00,True,False
1m,2026-07-06 20:07:00-04:00,2026-07-06 20:08:00-04:00,29861.25,29880.75,29860.0,29880.0,168,6,0,1,2026-07-06 20:07:00-04:00,2026-07-06 20:07:00-04:00,2026-07-06 20:08:00-04:00,True,False
1m,2026-07-06 20:08:00-04:00,2026-07-06 20:09:00-04:00,29877.0,29881.0,29862.25,29862.25,81,6,0,1,2026-07-06 20:08:00-04:00,2026-07-06 20:08:00-04:00,2026-07-06 20:09:00-04:00,True,False
1m,2026-07-06 20:09:00-04:00,2026-07-06 20:10:00-04:00,29864.5,29868.0,29858.75,29864.25,93,6,0,1,2026-07-06 20:09:00-04:00,2026-07-06 20:09:00-04:00,2026-07-06 20:10:00-04:00,True,False
1m,2026-07-06 20:10:00-04:00,2026-07-06 20:11:00-04:00,29860.0,29863.25,29853.5,29855.25,94,6,0,1,2026-07-06 20:10:00-04:00,2026-07-06 20:10:00-04:00,2026-07-06 20:11:00-04:00,True,False
1m,2026-07-06 20:11:00-04:00,2026-07-06 20:12:00-04:00,29854.75,29855.25,29837.0,29840.0,220,6,0,1,2026-07-06 20:11:00-04:00,2026-07-06 20:11:00-04:00,2026-07-06 20:12:00-04:00,True,False
1m,2026-07-06 20:12:00-04:00,2026-07-06 20:13:00-04:00,29839.75,29842.0,29828.0,29837.5,271,6,0,1,2026-07-06 20:12:00-04:00,2026-07-06 20:12:00-04:00,2026-07-06 20:13:00-04:00,True,False
1m,2026-07-06 20:13:00-04:00,2026-07-06 20:14:00-04:00,29838.25,29843.0,29831.75,29833.0,139,6,0,1,2026-07-06 20:13:00-04:00,2026-07-06 20:13:00-04:00,2026-07-06 20:14:00-04:00,True,False
1m,2026-07-06 20:14:00-04:00,2026-07-06 20:15:00-04:00,29835.5,29838.5,29825.75,29826.5,152,6,0,1,2026-07-06 20:14:00-04:00,2026-07-06 20:14:00-04:00,2026-07-06 20:15:00-04:00,True,False
1m,2026-07-06 20:15:00-04:00,2026-07-06 20:16:00-04:00,29829.0,29835.75,29816.25,29832.75,386,6,0,1,2026-07-06 20:15:00-04:00,2026-07-06 20:15:00-04:00,2026-07-06 20:16:00-04:00,True,False
1m,2026-07-06 20:16:00-04:00,2026-07-06 20:17:00-04:00,29831.25,29846.0,29830.25,29839.75,219,6,0,1,2026-07-06 20:16:00-04:00,2026-07-06 20:16:00-04:00,2026-07-06 20:17:00-04:00,True,False
1m,2026-07-06 20:17:00-04:00,2026-07-06 20:18:00-04:00,29841.5,29847.75,29829.0,29840.25,139,6,0,1,2026-07-06 20:17:00-04:00,2026-07-06 20:17:00-04:00,2026-07-06 20:18:00-04:00,True,False
1m,2026-07-06 20:18:00-04:00,2026-07-06 20:19:00-04:00,29838.75,29842.5,29831.0,29836.0,84,6,0,1,2026-07-06 20:18:00-04:00,2026-07-06 20:18:00-04:00,2026-07-06 20:19:00-04:00,True,False
1m,2026-07-06 20:19:00-04:00,2026-07-06 20:20:00-04:00,29839.0,29862.0,29839.0,29860.75,209,6,0,1,2026-07-06 20:19:00-04:00,2026-07-06 20:19:00-04:00,2026-07-06 20:20:00-04:00,True,False
1m,2026-07-06 20:20:00-04:00,2026-07-06 20:21:00-04:00,29860.5,29885.5,29857.5,29880.75,341,6,0,1,2026-07-06 20:20:00-04:00,2026-07-06 20:20:00-04:00,2026-07-06 20:21:00-04:00,True,False
1m,2026-07-06 20:21:00-04:00,2026-07-06 20:22:00-04:00,29880.5,29899.5,29879.5,29898.25,373,6,0,1,2026-07-06 20:21:00-04:00,2026-07-06 20:21:00-04:00,2026-07-06 20:22:00-04:00,True,False
1m,2026-07-06 20:22:00-04:00,2026-07-06 20:23:00-04:00,29897.0,29903.0,29888.25,29899.5,249,6,0,1,2026-07-06 20:22:00-04:00,2026-07-06 20:22:00-04:00,2026-07-06 20:23:00-04:00,True,False
1m,2026-07-06 20:23:00-04:00,2026-07-06 20:24:00-04:00,29899.0,29909.5,29887.0,29909.25,260,6,0,1,2026-07-06 20:23:00-04:00,2026-07-06 20:23:00-04:00,2026-07-06 20:24:00-04:00,True,False
1m,2026-07-06 20:24:00-04:00,2026-07-06 20:25:00-04:00,29909.0,29909.0,29891.5,29894.75,172,6,0,1,2026-07-06 20:24:00-04:00,2026-07-06 20:24:00-04:00,2026-07-06 20:25:00-04:00,True,False
1m,2026-07-06 20:25:00-04:00,2026-07-06 20:26:00-04:00,29893.5,29913.5,29889.25,29913.0,116,6,0,1,2026-07-06 20:25:00-04:00,2026-07-06 20:25:00-04:00,2026-07-06 20:26:00-04:00,True,False
1m,2026-07-06 20:26:00-04:00,2026-07-06 20:27:00-04:00,29912.5,29914.25,29902.25,29905.0,128,6,0,1,2026-07-06 20:26:00-04:00,2026-07-06 20:26:00-04:00,2026-07-06 20:27:00-04:00,True,False
1m,2026-07-06 20:27:00-04:00,2026-07-06 20:28:00-04:00,29905.0,29905.75,29884.25,29889.0,147,6,0,1,2026-07-06 20:27:00-04:00,2026-07-06 20:27:00-04:00,2026-07-06 20:28:00-04:00,True,False
1m,2026-07-06 20:28:00-04:00,2026-07-06 20:29:00-04:00,29889.0,29890.5,29871.75,29873.5,236,6,0,1,2026-07-06 20:28:00-04:00,2026-07-06 20:28:00-04:00,2026-07-06 20:29:00-04:00,True,False
1m,2026-07-06 20:29:00-04:00,2026-07-06 20:30:00-04:00,29873.25,29880.0,29865.75,29878.75,200,6,0,1,2026-07-06 20:29:00-04:00,2026-07-06 20:29:00-04:00,2026-07-06 20:30:00-04:00,True,False
1m,2026-07-06 20:30:00-04:00,2026-07-06 20:31:00-04:00,29879.5,29886.75,29870.75,29877.0,189,6,0,1,2026-07-06 20:30:00-04:00,2026-07-06 20:30:00-04:00,2026-07-06 20:31:00-04:00,True,False
1m,2026-07-06 20:31:00-04:00,2026-07-06 20:32:00-04:00,29875.5,29885.75,29871.0,29874.25,69,6,0,1,2026-07-06 20:31:00-04:00,2026-07-06 20:31:00-04:00,2026-07-06 20:32:00-04:00,True,False
1m,2026-07-06 20:32:00-04:00,2026-07-06 20:33:00-04:00,29875.25,29879.75,29867.75,29871.0,106,6,0,1,2026-07-06 20:32:00-04:00,2026-07-06 20:32:00-04:00,2026-07-06 20:33:00-04:00,True,False
1m,2026-07-06 20:33:00-04:00,2026-07-06 20:34:00-04:00,29873.25,29873.5,29858.0,29858.0,89,6,0,1,2026-07-06 20:33:00-04:00,2026-07-06 20:33:00-04:00,2026-07-06 20:34:00-04:00,True,False
1m,2026-07-06 20:34:00-04:00,2026-07-06 20:35:00-04:00,29858.5,29861.0,29843.75,29847.75,187,6,0,1,2026-07-06 20:34:00-04:00,2026-07-06 20:34:00-04:00,2026-07-06 20:35:00-04:00,True,False
1m,2026-07-06 20:35:00-04:00,2026-07-06 20:36:00-04:00,29846.25,29849.0,29830.25,29835.0,220,6,0,1,2026-07-06 20:35:00-04:00,2026-07-06 20:35:00-04:00,2026-07-06 20:36:00-04:00,True,False
1m,2026-07-06 20:36:00-04:00,2026-07-06 20:37:00-04:00,29834.75,29842.75,29832.25,29842.75,102,6,0,1,2026-07-06 20:36:00-04:00,2026-07-06 20:36:00-04:00,2026-07-06 20:37:00-04:00,True,False
1m,2026-07-06 20:37:00-04:00,2026-07-06 20:38:00-04:00,29839.25,29843.25,29820.0,29822.5,184,6,0,1,2026-07-06 20:37:00-04:00,2026-07-06 20:37:00-04:00,2026-07-06 20:38:00-04:00,True,False
1m,2026-07-06 20:38:00-04:00,2026-07-06 20:39:00-04:00,29822.5,29826.0,29814.0,29822.5,268,6,0,1,2026-07-06 20:38:00-04:00,2026-07-06 20:38:00-04:00,2026-07-06 20:39:00-04:00,True,False
1m,2026-07-06 20:39:00-04:00,2026-07-06 20:40:00-04:00,29824.5,29834.75,29822.5,29824.5,201,6,0,1,2026-07-06 20:39:00-04:00,2026-07-06 20:39:00-04:00,2026-07-06 20:40:00-04:00,True,False
1m,2026-07-06 20:40:00-04:00,2026-07-06 20:41:00-04:00,29823.75,29828.5,29815.25,29816.25,127,6,0,1,2026-07-06 20:40:00-04:00,2026-07-06 20:40:00-04:00,2026-07-06 20:41:00-04:00,True,False
1m,2026-07-06 20:41:00-04:00,2026-07-06 20:42:00-04:00,29815.0,29818.5,29808.25,29812.0,309,6,0,1,2026-07-06 20:41:00-04:00,2026-07-06 20:41:00-04:00,2026-07-06 20:42:00-04:00,True,False
1m,2026-07-06 20:42:00-04:00,2026-07-06 20:43:00-04:00,29812.75,29819.0,29808.5,29816.5,137,6,0,1,2026-07-06 20:42:00-04:00,2026-07-06 20:42:00-04:00,2026-07-06 20:43:00-04:00,True,False
1m,2026-07-06 20:43:00-04:00,2026-07-06 20:44:00-04:00,29815.25,29827.5,29810.25,29825.5,233,6,0,1,2026-07-06 20:43:00-04:00,2026-07-06 20:43:00-04:00,2026-07-06 20:44:00-04:00,True,False
1m,2026-07-06 20:44:00-04:00,2026-07-06 20:45:00-04:00,29826.25,29844.0,29826.25,29831.75,245,6,0,1,2026-07-06 20:44:00-04:00,2026-07-06 20:44:00-04:00,2026-07-06 20:45:00-04:00,True,False
1m,2026-07-06 20:45:00-04:00,2026-07-06 20:46:00-04:00,29831.25,29844.75,29827.25,29832.25,188,6,0,1,2026-07-06 20:45:00-04:00,2026-07-06 20:45:00-04:00,2026-07-06 20:46:00-04:00,True,False
