id,instrument,direction,tf,param_version,A_open_et,B_open_et,C_open_et,A_high,A_low,C_high,C_low,B_open,B_close,lower_boundary,upper_boundary,midpoint,availability_et,first_wick_entry_et,first_body_overlap_et,midpoint_touch_et,full_fill_et,invalidation_et,C_index
FVG-1m-bull-20260707T0314,NQ,bull,1m,phase1-v1.0.0,2026-07-07 03:12:00-04:00,2026-07-07 03:13:00-04:00,2026-07-07 03:14:00-04:00,29699.0,29687.5,29723.75,29715.5,29697.5,29721.25,29699.0,29715.5,29707.25,2026-07-07 03:15:00-04:00,2026-07-07 03:21:00-04:00,2026-07-07 03:27:00-04:00,2026-07-07 03:32:00-04:00,2026-07-07 03:36:00-04:00,2026-07-07 03:36:00-04:00,506481
FVG-1m-bull-20260707T0316,NQ,bull,1m,phase1-v1.0.0,2026-07-07 03:14:00-04:00,2026-07-07 03:15:00-04:00,2026-07-07 03:16:00-04:00,29723.75,29715.5,29736.5,29725.75,29717.5,29728.0,29723.75,29725.75,29724.75,2026-07-07 03:17:00-04:00,2026-07-07 03:18:00-04:00,2026-07-07 03:18:00-04:00,2026-07-07 03:18:00-04:00,2026-07-07 03:18:00-04:00,2026-07-07 03:18:00-04:00,506483
FVG-1m-bull-20260707T0321,NQ,bull,1m,phase1-v1.0.0,2026-07-07 03:19:00-04:00,2026-07-07 03:20:00-04:00,2026-07-07 03:21:00-04:00,29722.75,29715.75,29731.0,29723.25,29720.25,29723.75,29722.75,29723.25,29723.0,2026-07-07 03:22:00-04:00,2026-07-07 03:25:00-04:00,,2026-07-07 03:25:00-04:00,2026-07-07 03:25:00-04:00,2026-07-07 03:25:00-04:00,506488
FVG-1m-bull-20260707T0323,NQ,bull,1m,phase1-v1.0.0,2026-07-07 03:21:00-04:00,2026-07-07 03:22:00-04:00,2026-07-07 03:23:00-04:00,29731.0,29723.25,29741.5,29733.25,29728.0,29738.25,29731.0,29733.25,29732.125,2026-07-07 03:24:00-04:00,2026-07-07 03:25:00-04:00,2026-07-07 03:25:00-04:00,2026-07-07 03:25:00-04:00,2026-07-07 03:25:00-04:00,2026-07-07 03:25:00-04:00,506490
FVG-1m-bear-20260707T0325,NQ,bear,1m,phase1-v1.0.0,2026-07-07 03:23:00-04:00,2026-07-07 03:24:00-04:00,2026-07-07 03:25:00-04:00,29741.5,29733.25,29731.0,29723.0,29735.5,29725.25,29731.0,29733.25,29732.125,2026-07-07 03:26:00-04:00,2026-07-07 03:27:00-04:00,2026-07-09 04:09:00-04:00,2026-07-09 04:09:00-04:00,2026-07-09 04:09:00-04:00,2026-07-09 04:09:00-04:00,506492
FVG-1m-bear-20260707T0332,NQ,bear,1m,phase1-v1.0.0,2026-07-07 03:30:00-04:00,2026-07-07 03:31:00-04:00,2026-07-07 03:32:00-04:00,29723.0,29713.0,29710.25,29705.5,29717.5,29705.25,29710.25,29713.0,29711.625,2026-07-07 03:33:00-04:00,2026-07-07 03:34:00-04:00,2026-07-07 03:34:00-04:00,2026-07-07 08:11:00-04:00,2026-07-07 08:11:00-04:00,2026-07-07 08:11:00-04:00,506499
FVG-1m-bear-20260707T0349,NQ,bear,1m,phase1-v1.0.0,2026-07-07 03:47:00-04:00,2026-07-07 03:48:00-04:00,2026-07-07 03:49:00-04:00,29700.0,29692.75,29691.75,29683.0,29694.75,29685.0,29691.75,29692.75,29692.25,2026-07-07 03:50:00-04:00,2026-07-07 04:14:00-04:00,,2026-07-07 04:14:00-04:00,2026-07-07 04:14:00-04:00,2026-07-07 04:14:00-04:00,506516
FVG-1m-bear-20260707T0353,NQ,bear,1m,phase1-v1.0.0,2026-07-07 03:51:00-04:00,2026-07-07 03:52:00-04:00,2026-07-07 03:53:00-04:00,29691.0,29684.0,29681.0,29674.0,29684.0,29672.75,29681.0,29684.0,29682.5,2026-07-07 03:54:00-04:00,2026-07-07 04:13:00-04:00,2026-07-07 04:13:00-04:00,2026-07-07 04:13:00-04:00,2026-07-07 04:13:00-04:00,2026-07-07 04:13:00-04:00,506520
FVG-1m-bear-20260707T0355,NQ,bear,1m,phase1-v1.0.0,2026-07-07 03:53:00-04:00,2026-07-07 03:54:00-04:00,2026-07-07 03:55:00-04:00,29681.0,29674.0,29672.75,29666.5,29674.75,29671.25,29672.75,29674.0,29673.375,2026-07-07 03:56:00-04:00,2026-07-07 04:12:00-04:00,2026-07-07 04:12:00-04:00,2026-07-07 04:12:00-04:00,2026-07-07 04:12:00-04:00,2026-07-07 04:12:00-04:00,506522
FVG-1m-bear-20260707T0359,NQ,bear,1m,phase1-v1.0.0,2026-07-07 03:57:00-04:00,2026-07-07 03:58:00-04:00,2026-07-07 03:59:00-04:00,29670.75,29663.0,29658.0,29644.0,29664.75,29657.0,29658.0,29663.0,29660.5,2026-07-07 04:00:00-04:00,2026-07-07 04:01:00-04:00,2026-07-07 04:02:00-04:00,2026-07-07 04:02:00-04:00,2026-07-07 04:02:00-04:00,2026-07-07 04:02:00-04:00,506526
FVG-1m-bull-20260707T0411,NQ,bull,1m,phase1-v1.0.0,2026-07-07 04:09:00-04:00,2026-07-07 04:10:00-04:00,2026-07-07 04:11:00-04:00,29660.25,29653.75,29674.75,29663.0,29659.75,29666.5,29660.25,29663.0,29661.625,2026-07-07 04:12:00-04:00,2026-07-07 04:57:00-04:00,2026-07-07 05:00:00-04:00,2026-07-07 05:00:00-04:00,2026-07-07 05:00:00-04:00,2026-07-07 05:00:00-04:00,506538
FVG-1m-bull-20260707T0412,NQ,bull,1m,phase1-v1.0.0,2026-07-07 04:10:00-04:00,2026-07-07 04:11:00-04:00,2026-07-07 04:12:00-04:00,29667.5,29657.25,29687.25,29671.25,29665.25,29673.25,29667.5,29671.25,29669.375,2026-07-07 04:13:00-04:00,2026-07-07 04:54:00-04:00,2026-07-07 04:54:00-04:00,2026-07-07 04:54:00-04:00,2026-07-07 04:54:00-04:00,2026-07-07 04:54:00-04:00,506539
FVG-1m-bull-20260707T0413,NQ,bull,1m,phase1-v1.0.0,2026-07-07 04:11:00-04:00,2026-07-07 04:12:00-04:00,2026-07-07 04:13:00-04:00,29674.75,29663.0,29694.75,29683.5,29673.0,29685.25,29674.75,29683.5,29679.125,2026-07-07 04:14:00-04:00,2026-07-07 04:29:00-04:00,2026-07-07 04:31:00-04:00,2026-07-07 04:31:00-04:00,2026-07-07 04:32:00-04:00,2026-07-07 04:32:00-04:00,506540
FVG-1m-bull-20260707T0414,NQ,bull,1m,phase1-v1.0.0,2026-07-07 04:12:00-04:00,2026-07-07 04:13:00-04:00,2026-07-07 04:14:00-04:00,29687.25,29671.25,29695.75,29687.75,29685.0,29688.75,29687.25,29687.75,29687.5,2026-07-07 04:15:00-04:00,2026-07-07 04:16:00-04:00,,2026-07-07 04:16:00-04:00,2026-07-07 04:16:00-04:00,2026-07-07 04:16:00-04:00,506541
FVG-1m-bear-20260707T0435,NQ,bear,1m,phase1-v1.0.0,2026-07-07 04:33:00-04:00,2026-07-07 04:34:00-04:00,2026-07-07 04:35:00-04:00,29690.0,29685.0,29678.5,29671.75,29686.5,29675.25,29678.5,29685.0,29681.75,2026-07-07 04:36:00-04:00,2026-07-07 04:37:00-04:00,2026-07-07 04:37:00-04:00,2026-07-07 04:37:00-04:00,2026-07-07 04:37:00-04:00,2026-07-07 04:37:00-04:00,506562
FVG-1m-bull-20260707T0437,NQ,bull,1m,phase1-v1.0.0,2026-07-07 04:35:00-04:00,2026-07-07 04:36:00-04:00,2026-07-07 04:37:00-04:00,29678.5,29671.75,29687.75,29682.75,29675.5,29682.75,29678.5,29682.75,29680.625,2026-07-07 04:38:00-04:00,2026-07-07 04:45:00-04:00,2026-07-07 04:45:00-04:00,2026-07-07 04:54:00-04:00,2026-07-07 04:54:00-04:00,2026-07-07 04:54:00-04:00,506564
FVG-1m-bear-20260707T0443,NQ,bear,1m,phase1-v1.0.0,2026-07-07 04:41:00-04:00,2026-07-07 04:42:00-04:00,2026-07-07 04:43:00-04:00,29705.0,29696.5,29690.5,29684.25,29704.0,29689.75,29690.5,29696.5,29693.5,2026-07-07 04:44:00-04:00,2026-07-07 04:50:00-04:00,2026-07-07 04:51:00-04:00,2026-07-07 04:50:00-04:00,2026-07-07 08:08:00-04:00,2026-07-07 08:08:00-04:00,506570
FVG-1m-bear-20260707T0444,NQ,bear,1m,phase1-v1.0.0,2026-07-07 04:42:00-04:00,2026-07-07 04:43:00-04:00,2026-07-07 04:44:00-04:00,29704.25,29689.25,29688.5,29682.5,29689.25,29688.25,29688.5,29689.25,29688.875,2026-07-07 04:45:00-04:00,2026-07-07 04:47:00-04:00,,2026-07-07 04:47:00-04:00,2026-07-07 04:47:00-04:00,2026-07-07 04:47:00-04:00,506571
FVG-1m-bear-20260707T0500,NQ,bear,1m,phase1-v1.0.0,2026-07-07 04:58:00-04:00,2026-07-07 04:59:00-04:00,2026-07-07 05:00:00-04:00,29671.0,29667.0,29661.75,29643.75,29669.0,29660.25,29661.75,29667.0,29664.375,2026-07-07 05:01:00-04:00,2026-07-07 05:04:00-04:00,2026-07-07 05:05:00-04:00,2026-07-07 05:05:00-04:00,2026-07-07 05:05:00-04:00,2026-07-07 05:05:00-04:00,506587
FVG-1m-bear-20260707T0501,NQ,bear,1m,phase1-v1.0.0,2026-07-07 04:59:00-04:00,2026-07-07 05:00:00-04:00,2026-07-07 05:01:00-04:00,29669.0,29658.5,29650.0,29643.0,29660.75,29646.25,29650.0,29658.5,29654.25,2026-07-07 05:02:00-04:00,2026-07-07 05:03:00-04:00,2026-07-07 05:04:00-04:00,2026-07-07 05:04:00-04:00,2026-07-07 05:04:00-04:00,2026-07-07 05:04:00-04:00,506588
FVG-1m-bull-20260707T0504,NQ,bull,1m,phase1-v1.0.0,2026-07-07 05:02:00-04:00,2026-07-07 05:03:00-04:00,2026-07-07 05:04:00-04:00,29652.75,29642.5,29671.0,29658.25,29648.5,29661.0,29652.75,29658.25,29655.5,2026-07-07 05:05:00-04:00,2026-07-07 05:30:00-04:00,2026-07-07 05:30:00-04:00,2026-07-07 05:30:00-04:00,2026-07-07 05:31:00-04:00,2026-07-07 05:31:00-04:00,506591
FVG-1m-bull-20260707T0505,NQ,bull,1m,phase1-v1.0.0,2026-07-07 05:03:00-04:00,2026-07-07 05:04:00-04:00,2026-07-07 05:05:00-04:00,29663.5,29647.0,29671.5,29666.0,29661.25,29669.75,29663.5,29666.0,29664.75,2026-07-07 05:06:00-04:00,2026-07-07 05:24:00-04:00,2026-07-07 05:24:00-04:00,2026-07-07 05:27:00-04:00,2026-07-07 05:28:00-04:00,2026-07-07 05:28:00-04:00,506592
FVG-1m-bull-20260707T0507,NQ,bull,1m,phase1-v1.0.0,2026-07-07 05:05:00-04:00,2026-07-07 05:06:00-04:00,2026-07-07 05:07:00-04:00,29671.5,29666.0,29680.5,29674.25,29671.25,29676.0,29671.5,29674.25,29672.875,2026-07-07 05:08:00-04:00,2026-07-07 05:10:00-04:00,2026-07-07 05:11:00-04:00,2026-07-07 05:11:00-04:00,2026-07-07 05:11:00-04:00,2026-07-07 05:11:00-04:00,506594
FVG-1m-bull-20260707T0512,NQ,bull,1m,phase1-v1.0.0,2026-07-07 05:10:00-04:00,2026-07-07 05:11:00-04:00,2026-07-07 05:12:00-04:00,29681.75,29668.5,29688.5,29683.75,29681.0,29685.75,29681.75,29683.75,29682.75,2026-07-07 05:13:00-04:00,2026-07-07 05:14:00-04:00,,2026-07-07 05:14:00-04:00,2026-07-07 05:14:00-04:00,2026-07-07 05:14:00-04:00,506599
FVG-1m-bear-20260707T0520,NQ,bear,1m,phase1-v1.0.0,2026-07-07 05:18:00-04:00,2026-07-07 05:19:00-04:00,2026-07-07 05:20:00-04:00,29685.5,29682.75,29682.25,29677.75,29683.5,29679.75,29682.25,29682.75,29682.5,2026-07-07 05:21:00-04:00,2026-07-07 06:04:00-04:00,,2026-07-07 06:04:00-04:00,2026-07-07 06:04:00-04:00,2026-07-07 06:04:00-04:00,506607
FVG-1m-bear-20260707T0522,NQ,bear,1m,phase1-v1.0.0,2026-07-07 05:20:00-04:00,2026-07-07 05:21:00-04:00,2026-07-07 05:22:00-04:00,29682.25,29677.75,29674.25,29670.0,29679.0,29673.25,29674.25,29677.75,29676.0,2026-07-07 05:23:00-04:00,2026-07-07 06:01:00-04:00,,2026-07-07 06:01:00-04:00,2026-07-07 06:01:00-04:00,2026-07-07 06:01:00-04:00,506609
FVG-1m-bear-20260707T0530,NQ,bear,1m,phase1-v1.0.0,2026-07-07 05:28:00-04:00,2026-07-07 05:29:00-04:00,2026-07-07 05:30:00-04:00,29668.25,29662.0,29659.5,29646.25,29663.25,29655.5,29659.5,29662.0,29660.75,2026-07-07 05:31:00-04:00,2026-07-07 05:43:00-04:00,2026-07-07 05:43:00-04:00,2026-07-07 05:43:00-04:00,2026-07-07 05:56:00-04:00,2026-07-07 05:56:00-04:00,506617
FVG-1m-bear-20260707T0531,NQ,bear,1m,phase1-v1.0.0,2026-07-07 05:29:00-04:00,2026-07-07 05:30:00-04:00,2026-07-07 05:31:00-04:00,29663.75,29655.25,29653.5,29645.0,29658.25,29649.25,29653.5,29655.25,29654.375,2026-07-07 05:32:00-04:00,2026-07-07 05:41:00-04:00,,2026-07-07 05:41:00-04:00,2026-07-07 05:41:00-04:00,2026-07-07 05:41:00-04:00,506618
FVG-1m-bear-20260707T0532,NQ,bear,1m,phase1-v1.0.0,2026-07-07 05:30:00-04:00,2026-07-07 05:31:00-04:00,2026-07-07 05:32:00-04:00,29659.5,29646.25,29646.0,29640.0,29649.5,29645.25,29646.0,29646.25,29646.125,2026-07-07 05:33:00-04:00,2026-07-07 05:34:00-04:00,,2026-07-07 05:34:00-04:00,2026-07-07 05:34:00-04:00,2026-07-07 05:34:00-04:00,506619
FVG-1m-bear-20260707T0535,NQ,bear,1m,phase1-v1.0.0,2026-07-07 05:33:00-04:00,2026-07-07 05:34:00-04:00,2026-07-07 05:35:00-04:00,29652.5,29642.25,29639.25,29628.25,29643.0,29637.0,29639.25,29642.25,29640.75,2026-07-07 05:36:00-04:00,2026-07-07 05:37:00-04:00,2026-07-07 05:38:00-04:00,2026-07-07 05:38:00-04:00,2026-07-07 05:38:00-04:00,2026-07-07 05:38:00-04:00,506622
FVG-1m-bull-20260707T0540,NQ,bull,1m,phase1-v1.0.0,2026-07-07 05:38:00-04:00,2026-07-07 05:39:00-04:00,2026-07-07 05:40:00-04:00,29645.0,29631.0,29655.75,29645.5,29636.25,29648.5,29645.0,29645.5,29645.25,2026-07-07 05:41:00-04:00,2026-07-07 05:46:00-04:00,,2026-07-07 05:46:00-04:00,2026-07-07 05:46:00-04:00,2026-07-07 05:46:00-04:00,506627
FVG-1m-bull-20260707T0542,NQ,bull,1m,phase1-v1.0.0,2026-07-07 05:40:00-04:00,2026-07-07 05:41:00-04:00,2026-07-07 05:42:00-04:00,29655.75,29645.5,29660.75,29656.25,29652.75,29656.25,29655.75,29656.25,29656.0,2026-07-07 05:43:00-04:00,2026-07-07 05:44:00-04:00,2026-07-07 05:44:00-04:00,2026-07-07 05:44:00-04:00,2026-07-07 05:44:00-04:00,2026-07-07 05:44:00-04:00,506629
FVG-1m-bear-20260707T0544,NQ,bear,1m,phase1-v1.0.0,2026-07-07 05:42:00-04:00,2026-07-07 05:43:00-04:00,2026-07-07 05:44:00-04:00,29660.75,29656.25,29654.75,29648.5,29658.75,29649.0,29654.75,29656.25,29655.5,2026-07-07 05:45:00-04:00,2026-07-07 05:53:00-04:00,2026-07-07 05:53:00-04:00,2026-07-07 05:53:00-04:00,2026-07-07 05:54:00-04:00,2026-07-07 05:54:00-04:00,506631
FVG-1m-bull-20260707T0601,NQ,bull,1m,phase1-v1.0.0,2026-07-07 05:59:00-04:00,2026-07-07 06:00:00-04:00,2026-07-07 06:01:00-04:00,29665.5,29656.5,29680.0,29671.0,29663.25,29674.0,29665.5,29671.0,29668.25,2026-07-07 06:02:00-04:00,2026-07-07 06:03:00-04:00,2026-07-07 06:05:00-04:00,2026-07-07 06:05:00-04:00,2026-07-07 06:05:00-04:00,2026-07-07 06:05:00-04:00,506648
FVG-1m-bear-20260707T0614,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:12:00-04:00,2026-07-07 06:13:00-04:00,2026-07-07 06:14:00-04:00,29657.75,29654.0,29653.5,29639.5,29654.75,29650.5,29653.5,29654.0,29653.75,2026-07-07 06:15:00-04:00,2026-07-07 06:17:00-04:00,2026-07-07 06:17:00-04:00,2026-07-07 06:17:00-04:00,2026-07-07 06:17:00-04:00,2026-07-07 06:17:00-04:00,506661
FVG-1m-bull-20260707T0617,NQ,bull,1m,phase1-v1.0.0,2026-07-07 06:15:00-04:00,2026-07-07 06:16:00-04:00,2026-07-07 06:17:00-04:00,29652.75,29646.5,29686.5,29656.5,29651.25,29656.5,29652.75,29656.5,29654.625,2026-07-07 06:18:00-04:00,2026-07-07 06:35:00-04:00,2026-07-07 06:35:00-04:00,2026-07-07 06:35:00-04:00,2026-07-07 06:35:00-04:00,2026-07-07 06:35:00-04:00,506664
FVG-1m-bull-20260707T0618,NQ,bull,1m,phase1-v1.0.0,2026-07-07 06:16:00-04:00,2026-07-07 06:17:00-04:00,2026-07-07 06:18:00-04:00,29656.5,29651.25,29689.25,29681.0,29656.5,29686.5,29656.5,29681.0,29668.75,2026-07-07 06:19:00-04:00,2026-07-07 06:20:00-04:00,2026-07-07 06:22:00-04:00,2026-07-07 06:25:00-04:00,2026-07-07 06:35:00-04:00,2026-07-07 06:35:00-04:00,506665
FVG-1m-bear-20260707T0629,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:27:00-04:00,2026-07-07 06:28:00-04:00,2026-07-07 06:29:00-04:00,29685.0,29679.5,29678.75,29670.75,29683.25,29678.25,29678.75,29679.5,29679.125,2026-07-07 06:30:00-04:00,2026-07-07 08:06:00-04:00,,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,506676
FVG-1m-bear-20260707T0630,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:28:00-04:00,2026-07-07 06:29:00-04:00,2026-07-07 06:30:00-04:00,29685.0,29677.25,29673.5,29664.0,29677.25,29673.5,29673.5,29677.25,29675.375,2026-07-07 06:31:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,506677
FVG-1m-bear-20260707T0631,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:29:00-04:00,2026-07-07 06:30:00-04:00,2026-07-07 06:31:00-04:00,29678.75,29670.75,29670.0,29665.5,29673.25,29667.25,29670.0,29670.75,29670.375,2026-07-07 06:32:00-04:00,2026-07-07 06:33:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,2026-07-07 08:06:00-04:00,506678
FVG-1m-bear-20260707T0635,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:33:00-04:00,2026-07-07 06:34:00-04:00,2026-07-07 06:35:00-04:00,29669.25,29662.75,29657.5,29648.75,29663.75,29653.0,29657.5,29662.75,29660.125,2026-07-07 06:36:00-04:00,2026-07-07 06:41:00-04:00,,2026-07-07 06:41:00-04:00,2026-07-07 06:41:00-04:00,2026-07-07 06:41:00-04:00,506682
FVG-1m-bear-20260707T0642,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:40:00-04:00,2026-07-07 06:41:00-04:00,2026-07-07 06:42:00-04:00,29663.5,29653.5,29650.75,29644.0,29657.75,29647.5,29650.75,29653.5,29652.125,2026-07-07 06:43:00-04:00,2026-07-07 06:45:00-04:00,2026-07-07 06:47:00-04:00,2026-07-07 06:47:00-04:00,2026-07-07 06:47:00-04:00,2026-07-07 06:47:00-04:00,506689
FVG-1m-bear-20260707T0650,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:48:00-04:00,2026-07-07 06:49:00-04:00,2026-07-07 06:50:00-04:00,29650.5,29647.25,29638.75,29627.75,29649.5,29634.75,29638.75,29647.25,29643.0,2026-07-07 06:51:00-04:00,2026-07-07 06:52:00-04:00,2026-07-07 06:55:00-04:00,2026-07-07 06:55:00-04:00,2026-07-07 06:56:00-04:00,2026-07-07 06:56:00-04:00,506697
FVG-1m-bull-20260707T0655,NQ,bull,1m,phase1-v1.0.0,2026-07-07 06:53:00-04:00,2026-07-07 06:54:00-04:00,2026-07-07 06:55:00-04:00,29634.0,29630.0,29650.25,29642.25,29634.0,29645.0,29634.0,29642.25,29638.125,2026-07-07 06:56:00-04:00,2026-07-07 06:58:00-04:00,2026-07-07 07:01:00-04:00,2026-07-07 07:01:00-04:00,2026-07-07 07:01:00-04:00,2026-07-07 07:01:00-04:00,506702
FVG-1m-bull-20260707T0658,NQ,bull,1m,phase1-v1.0.0,2026-07-07 06:56:00-04:00,2026-07-07 06:57:00-04:00,2026-07-07 06:58:00-04:00,29648.25,29643.25,29655.75,29648.5,29645.0,29649.75,29648.25,29648.5,29648.375,2026-07-07 06:59:00-04:00,2026-07-07 07:01:00-04:00,2026-07-07 07:01:00-04:00,2026-07-07 07:01:00-04:00,2026-07-07 07:01:00-04:00,2026-07-07 07:01:00-04:00,506705
FVG-1m-bear-20260707T0701,NQ,bear,1m,phase1-v1.0.0,2026-07-07 06:59:00-04:00,2026-07-07 07:00:00-04:00,2026-07-07 07:01:00-04:00,29659.25,29651.5,29630.5,29619.25,29660.5,29624.25,29630.5,29651.5,29641.0,2026-07-07 07:02:00-04:00,2026-07-07 07:17:00-04:00,2026-07-07 07:17:00-04:00,2026-07-07 07:22:00-04:00,2026-07-07 08:01:00-04:00,2026-07-07 08:01:00-04:00,506708
FVG-1m-bear-20260707T0703,NQ,bear,1m,phase1-v1.0.0,2026-07-07 07:01:00-04:00,2026-07-07 07:02:00-04:00,2026-07-07 07:03:00-04:00,29630.5,29619.25,29615.0,29604.25,29626.25,29613.25,29615.0,29619.25,29617.125,2026-07-07 07:04:00-04:00,2026-07-07 07:05:00-04:00,2026-07-07 07:05:00-04:00,2026-07-07 07:05:00-04:00,2026-07-07 07:05:00-04:00,2026-07-07 07:05:00-04:00,506710
FVG-1m-bull-20260707T0708,NQ,bull,1m,phase1-v1.0.0,2026-07-07 07:06:00-04:00,2026-07-07 07:07:00-04:00,2026-07-07 07:08:00-04:00,29615.25,29603.75,29628.75,29619.25,29613.0,29620.5,29615.25,29619.25,29617.25,2026-07-07 07:09:00-04:00,2026-07-07 07:10:00-04:00,2026-07-07 07:10:00-04:00,2026-07-07 07:10:00-04:00,2026-07-07 07:10:00-04:00,2026-07-07 07:10:00-04:00,506715
FVG-1m-bear-20260707T0710,NQ,bear,1m,phase1-v1.0.0,2026-07-07 07:08:00-04:00,2026-07-07 07:09:00-04:00,2026-07-07 07:10:00-04:00,29628.75,29619.25,29616.5,29608.0,29620.75,29612.0,29616.5,29619.25,29617.875,2026-07-07 07:11:00-04:00,2026-07-07 07:14:00-04:00,2026-07-07 07:14:00-04:00,2026-07-07 07:14:00-04:00,2026-07-07 07:14:00-04:00,2026-07-07 07:14:00-04:00,506717
FVG-1m-bull-20260707T0716,NQ,bull,1m,phase1-v1.0.0,2026-07-07 07:14:00-04:00,2026-07-07 07:15:00-04:00,2026-07-07 07:16:00-04:00,29618.75,29610.25,29633.25,29622.75,29613.0,29624.5,29618.75,29622.75,29620.75,2026-07-07 07:17:00-04:00,2026-07-07 07:32:00-04:00,2026-07-07 07:32:00-04:00,2026-07-07 07:32:00-04:00,2026-07-07 07:32:00-04:00,2026-07-07 07:32:00-04:00,506723
FVG-1m-bull-20260707T0717,NQ,bull,1m,phase1-v1.0.0,2026-07-07 07:15:00-04:00,2026-07-07 07:16:00-04:00,2026-07-07 07:17:00-04:00,29624.5,29612.0,29635.75,29626.25,29623.75,29631.0,29624.5,29626.25,29625.375,2026-07-07 07:18:00-04:00,2026-07-07 07:21:00-04:00,2026-07-07 07:31:00-04:00,2026-07-07 07:21:00-04:00,2026-07-07 07:31:00-04:00,2026-07-07 07:31:00-04:00,506724
FVG-1m-bull-20260707T0722,NQ,bull,1m,phase1-v1.0.0,2026-07-07 07:20:00-04:00,2026-07-07 07:21:00-04:00,2026-07-07 07:22:00-04:00,29636.0,29625.25,29643.0,29637.0,29627.5,29637.0,29636.0,29637.0,29636.5,2026-07-07 07:23:00-04:00,2026-07-07 07:29:00-04:00,,2026-07-07 07:29:00-04:00,2026-07-07 07:29:00-04:00,2026-07-07 07:29:00-04:00,506729
FVG-1m-bear-20260707T0730,NQ,bear,1m,phase1-v1.0.0,2026-07-07 07:28:00-04:00,2026-07-07 07:29:00-04:00,2026-07-07 07:30:00-04:00,29642.0,29636.0,29632.5,29623.25,29641.75,29632.0,29632.5,29636.0,29634.25,2026-07-07 07:31:00-04:00,2026-07-07 07:50:00-04:00,2026-07-07 07:50:00-04:00,2026-07-07 07:50:00-04:00,2026-07-07 07:50:00-04:00,2026-07-07 07:50:00-04:00,506737
FVG-1m-bear-20260707T0731,NQ,bear,1m,phase1-v1.0.0,2026-07-07 07:29:00-04:00,2026-07-07 07:30:00-04:00,2026-07-07 07:31:00-04:00,29646.0,29632.0,29629.25,29610.0,29632.5,29626.0,29629.25,29632.0,29630.625,2026-07-07 07:32:00-04:00,2026-07-07 07:49:00-04:00,2026-07-07 07:49:00-04:00,2026-07-07 07:49:00-04:00,2026-07-07 07:49:00-04:00,2026-07-07 07:49:00-04:00,506738
FVG-1m-bear-20260707T0732,NQ,bear,1m,phase1-v1.0.0,2026-07-07 07:30:00-04:00,2026-07-07 07:31:00-04:00,2026-07-07 07:32:00-04:00,29632.5,29623.25,29618.25,29604.0,29628.5,29610.0,29618.25,29623.25,29620.75,2026-07-07 07:33:00-04:00,2026-07-07 07:45:00-04:00,2026-07-07 07:45:00-04:00,2026-07-07 07:45:00-04:00,2026-07-07 07:45:00-04:00,2026-07-07 07:45:00-04:00,506739
FVG-1m-bull-20260707T0749,NQ,bull,1m,phase1-v1.0.0,2026-07-07 07:47:00-04:00,2026-07-07 07:48:00-04:00,2026-07-07 07:49:00-04:00,29623.25,29616.25,29636.25,29629.5,29616.75,29631.0,29623.25,29629.5,29626.375,2026-07-07 07:50:00-04:00,2026-07-07 07:51:00-04:00,2026-07-07 07:52:00-04:00,2026-07-07 07:52:00-04:00,2026-07-07 07:52:00-04:00,2026-07-07 07:52:00-04:00,506756
FVG-1m-bear-20260707T0752,NQ,bear,1m,phase1-v1.0.0,2026-07-07 07:50:00-04:00,2026-07-07 07:51:00-04:00,2026-07-07 07:52:00-04:00,29638.0,29627.5,29626.25,29613.75,29630.25,29622.25,29626.25,29627.5,29626.875,2026-07-07 07:53:00-04:00,2026-07-07 07:56:00-04:00,2026-07-07 07:58:00-04:00,2026-07-07 07:56:00-04:00,2026-07-07 07:58:00-04:00,2026-07-07 07:58:00-04:00,506759
FVG-1m-bear-20260707T0753,NQ,bear,1m,phase1-v1.0.0,2026-07-07 07:51:00-04:00,2026-07-07 07:52:00-04:00,2026-07-07 07:53:00-04:00,29631.5,29621.75,29615.25,29601.0,29622.25,29615.25,29615.25,29621.75,29618.5,2026-07-07 07:54:00-04:00,2026-07-07 07:55:00-04:00,2026-07-07 07:55:00-04:00,2026-07-07 07:56:00-04:00,2026-07-07 07:56:00-04:00,2026-07-07 07:56:00-04:00,506760
