application_session,lookback,item_id,lookback_had_enough_sessions,n_lookback_sessions,lane,entry_variant,reaction_state,direction,context_tf,trigger_tf,session_window,target_family,target_tf,natural_rr_bin,total_occurrences,executable_occurrences,target_hits,stop_hits,time_exits,success_count,failure_count,support_class,most_recent_session,age_sessions,source_session_dates,source_episode_ids,source_variant_ids
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-484,True,20,A,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,ASIA,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,4,2026-07-08,EP-39475,EP-39475-ENTRY_ON_NEW_FVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-485,True,20,A,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,ASIA,rb,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,26,2026-06-16,EP-12857,EP-12857-ENTRY_ON_NEW_FVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-486,True,20,A,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,LONDON,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-17,25,2026-06-17,EP-15020,EP-15020-ENTRY_ON_NEW_FVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-487,True,20,A,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,LONDON,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,4,2026-07-08,EP-39543,EP-39543-ENTRY_ON_NEW_FVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-488,True,20,A,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,NY_LUNCH,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-09,3,2026-07-09,EP-41843,EP-41843-ENTRY_ON_NEW_FVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-489,True,20,A,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,NY_LUNCH,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-28,14,2026-06-28,EP-27084,EP-27084-ENTRY_ON_NEW_FVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-490,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,1,1,ASIA,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-25,17,2026-06-25,EP-24386,EP-24386-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-491,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,1,1,NY_AM,rb,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-10576,EP-10576-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-492,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,3,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,12,2026-06-30,EP-29321,EP-29321-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-493,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,5,1,ASIA,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-25,17,2026-06-25,EP-24385,EP-24385-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-494,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,5,5,LONDON,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,5,2026-07-07,EP-37985,EP-37985-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-495,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,5,5,NY_PREMARKET,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,12,2026-06-30,EP-30059,EP-30059-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-496,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,60,1,NY_PM,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,26,2026-06-16,EP-14143,EP-14143-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-497,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,1,1,ASIA,ifvg,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-23,19,2026-06-23,EP-20946,EP-20946-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-498,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,1,1,LONDON,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-17,25,2026-06-17,EP-15047,EP-15047-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-499,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,3,1,ASIA,ifvg,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-23,19,2026-06-23,EP-20950,EP-20950-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-500,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,3,1,LONDON,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-17,25,2026-06-17,EP-15043,EP-15043-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-501,True,20,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,5,1,ASIA,ifvg,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-23,19,2026-06-23,EP-20947,EP-20947-ENTRY_ON_NEW_IFVG
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-502,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,1,1,ASIA,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-19277,EP-19277-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-503,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,1,1,ASIA,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-25,17,2026-06-25,EP-24338,EP-24338-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-504,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,1,1,ASIA,rb,60,2.0-1000000000.0,2,2,1,1,0,1,1,SINGLE_OBSERVATION_PROVISIONAL,2026-06-25,17,2026-06-18|2026-06-25,EP-24342,EP-24342-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-505,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,1,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,12,2026-06-30,EP-29265,EP-29265-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-506,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,1,1,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-15,27,2026-06-15,EP-12203,EP-12203-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-507,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,1,1,NY_AM,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-15,27,2026-06-15,EP-12196,EP-12196-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-508,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,15,15,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,12,2026-06-30,EP-29249,EP-29249-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-509,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,3,1,ASIA,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-25,17,2026-06-25,EP-24344,EP-24344-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-510,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,3,3,ASIA,fvg,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-19372,EP-19372-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-511,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,3,3,ASIA,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-19358,EP-19358-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-512,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,1,1,NY_AM,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-10523,EP-10523-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-513,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,1,1,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-10640,EP-10640-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-514,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,1,1,NY_AM,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-10518,EP-10518-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-515,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,1,1,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-10638,EP-10638-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-516,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,1,1,NY_LUNCH,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-28,14,2026-06-28,EP-27105,EP-27105-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-517,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,1,1,NY_LUNCH,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-28,14,2026-06-28,EP-27150,EP-27150-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-518,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,1,ASIA,rb,15,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,7,2026-07-05,EP-33949,EP-33949-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-519,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,1,NY_LUNCH,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-28,14,2026-06-28,EP-27142,EP-27142-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-520,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,3,ASIA,ifvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-09593,EP-09593-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-521,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,3,ASIA,ifvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-09578,EP-09578-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-522,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,3,LONDON,rb,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-21,21,2026-06-21,EP-18278,EP-18278-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-523,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,3,LONDON,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-17,25,2026-06-17,EP-15067,EP-15067-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-524,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,3,NY_AM,ifvg,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-09,3,2026-07-09,EP-41749,EP-41749-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-525,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,3,3,NY_AM,ifvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-14,28,2026-06-14,EP-10541,EP-10541-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-526,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,5,1,NY_LUNCH,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-28,14,2026-06-28,EP-27107,EP-27107-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-527,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,5,5,GLOBEX_EVENING,rb,1,0.5-1.0,2,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,26,2026-06-16,EP-12713,EP-12713-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-528,True,20,A,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,5,5,NY_AM,fvg,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,4,2026-07-08,EP-40017,EP-40017-ENTRY_ON_STRONG_REJECTION
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-529,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-19338,EP-19338-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-530,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,fvg,60,1.0-2.0,2,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-19388,EP-19388-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-531,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,rb,60,2.0-1000000000.0,3,3,1,2,0,1,2,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,6,2026-06-15|2026-06-22|2026-07-06,EP-19346,EP-19346-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-532,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,rb,60,2.0-1000000000.0,11,11,3,8,0,3,8,THREE_PLUS_OBSERVATIONS,2026-06-25,17,2026-06-18|2026-06-25,EP-24354|EP-24380|EP-24403,EP-24354-ENTRY_ON_TAP|EP-24380-ENTRY_ON_TAP|EP-24403-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-533,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,fvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-19503,EP-19503-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-534,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,ifvg,60,2.0-1000000000.0,5,5,3,2,0,3,2,THREE_PLUS_OBSERVATIONS,2026-06-30,12,2026-06-30,EP-29301|EP-29308|EP-29311,EP-29301-ENTRY_ON_TAP|EP-29308-ENTRY_ON_TAP|EP-29311-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-535,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,GLOBEX_EVENING,rb,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-18962,EP-18962-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-536,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,GLOBEX_EVENING,rb,30,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,7,2026-07-05,EP-33804,EP-33804-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-537,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,GLOBEX_EVENING,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-21,21,2026-06-21,EP-17435,EP-17435-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-538,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,LONDON,fvg,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-28,14,2026-06-28,EP-26698,EP-26698-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-539,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,LONDON,fvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-01,11,2026-07-01,EP-31374,EP-31374-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-540,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,LONDON,rb,3,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,20,2026-06-22,EP-19814,EP-19814-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-541,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,LONDON,ifvg,60,2.0-1000000000.0,2,2,2,0,0,2,0,TWO_OBSERVATIONS_PROVISIONAL,2026-06-30,12,2026-06-30,EP-29680|EP-29696,EP-29680-ENTRY_ON_TAP|EP-29696-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-542,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,LONDON,rb,60,1.0-2.0,3,2,1,1,0,1,1,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,5,2026-07-07,EP-38070,EP-38070-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-543,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,LONDON,rb,60,2.0-1000000000.0,5,5,2,3,0,2,3,TWO_OBSERVATIONS_PROVISIONAL,2026-07-07,5,2026-06-16|2026-07-07,EP-38000|EP-38014,EP-38000-ENTRY_ON_TAP|EP-38014-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-544,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_AM,fvg,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-21,21,2026-06-21,EP-18448,EP-18448-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-545,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_AM,ifvg,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-28,14,2026-06-28,EP-26932,EP-26932-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-546,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_AM,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-24,18,2026-06-24,EP-23533,EP-23533-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-547,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_AM,ifvg,60,1.0-2.0,2,2,1,1,0,1,1,SINGLE_OBSERVATION_PROVISIONAL,2026-06-29,13,2026-06-15|2026-06-29,EP-12220,EP-12220-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-548,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_AM,rb,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-29,13,2026-06-29,EP-28556,EP-28556-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-549,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_AM,rb,60,2.0-1000000000.0,4,4,3,1,0,3,1,THREE_PLUS_OBSERVATIONS,2026-07-06,6,2026-06-15|2026-06-22|2026-07-06,EP-12204|EP-36732|EP-36739,EP-12204-ENTRY_ON_TAP|EP-36732-ENTRY_ON_TAP|EP-36739-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-550,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_AM,rb,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-23,19,2026-06-23,EP-21911,EP-21911-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-551,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_PM,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,26,2026-06-16,EP-14160,EP-14160-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-552,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_PM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,12,2026-06-30,EP-30573,EP-30573-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-553,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_PREMARKET,rb,1,1.0-2.0,2,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-01,11,2026-07-01,EP-31852,EP-31852-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-554,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_PREMARKET,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,12,2026-06-30,EP-30081,EP-30081-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-555,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,15,15,ASIA,ifvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,6,2026-07-06,EP-35900,EP-35900-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-556,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,15,15,GLOBEX_EVENING,fvg,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,6,2026-07-06,EP-35531,EP-35531-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-557,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,15,15,LONDON,rb,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-15,27,2026-06-15,EP-11956,EP-11956-ENTRY_ON_TAP
2026-07-12,PREV_20_SESSIONS,PREV_20_SESSIONS-558,True,20,A,ENTRY_ON_TAP,TAP_ONLY,-1,15,15,NY_AM,rb,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-23,19,2026-06-23,EP-21917,EP-21917-ENTRY_ON_TAP
