structure_id,timeframe,direction,activation_ts,active,deactivation_seq,deactivation_ts,deactivation_available_seq,deactivation_reason,active_until_seq
IFVG2-000992,1,bearish,2026-06-22 21:36:00-04:00,False,16865,2026-06-22 21:37:00-04:00,16866,DEACTIVATED_OVERSHOOT_LIMIT,16865
IFVG2-000993,1,bearish,2026-06-22 21:42:00-04:00,False,17350,2026-06-23 05:42:00-04:00,17351,EXPIRED_UNTOUCHED_8H,17350
IFVG2-000994,1,bearish,2026-06-22 21:42:00-04:00,False,17350,2026-06-23 05:42:00-04:00,17351,EXPIRED_UNTOUCHED_8H,17350
IFVG2-000995,1,bullish,2026-06-22 21:57:00-04:00,False,16886,2026-06-22 21:58:00-04:00,16887,DEACTIVATED_CLOSE_THROUGH,16886
IFVG2-000996,1,bullish,2026-06-22 21:57:00-04:00,False,16886,2026-06-22 21:58:00-04:00,16887,DEACTIVATED_OVERSHOOT_LIMIT,16886
IFVG2-000997,1,bullish,2026-06-22 22:04:00-04:00,False,16893,2026-06-22 22:05:00-04:00,16894,DEACTIVATED_CLOSE_THROUGH,16893
IFVG2-000998,1,bullish,2026-06-22 22:15:00-04:00,False,16905,2026-06-22 22:17:00-04:00,16906,DEACTIVATED_OVERSHOOT_LIMIT,16905
IFVG2-000999,1,bullish,2026-06-22 23:17:00-04:00,False,16966,2026-06-22 23:18:00-04:00,16967,DEACTIVATED_CLOSE_THROUGH,16966
IFVG2-001000,1,bullish,2026-06-22 23:26:00-04:00,False,16975,2026-06-22 23:27:00-04:00,16976,DEACTIVATED_CLOSE_THROUGH,16975
IFVG2-001001,1,bearish,2026-06-22 23:30:00-04:00,False,16981,2026-06-22 23:33:00-04:00,16982,DEACTIVATED_OVERSHOOT_LIMIT,16981
IFVG2-001002,1,bearish,2026-06-22 23:46:00-04:00,False,16996,2026-06-22 23:48:00-04:00,16997,DEACTIVATED_CLOSE_THROUGH,16996
IFVG2-001003,1,bullish,2026-06-22 23:52:00-04:00,False,17018,2026-06-23 00:10:00-04:00,17019,DEACTIVATED_OVERSHOOT_LIMIT,17018
IFVG2-001004,1,bullish,2026-06-22 23:59:00-04:00,False,17013,2026-06-23 00:05:00-04:00,17014,DEACTIVATED_CLOSE_THROUGH,17013
IFVG2-001005,1,bearish,2026-06-23 00:06:00-04:00,False,17494,2026-06-23 08:06:00-04:00,17495,EXPIRED_ACTIVE_8H,17494
IFVG2-001006,1,bearish,2026-06-23 00:18:00-04:00,False,17037,2026-06-23 00:29:00-04:00,17038,DEACTIVATED_OVERSHOOT_LIMIT,17037
IFVG2-001007,1,bullish,2026-06-23 01:11:00-04:00,False,17081,2026-06-23 01:13:00-04:00,17082,DEACTIVATED_CLOSE_THROUGH,17081
IFVG2-001008,1,bearish,2026-06-23 01:55:00-04:00,False,17603,2026-06-23 09:55:00-04:00,17604,EXPIRED_ACTIVE_8H,17603
IFVG2-001009,1,bearish,2026-06-23 02:06:00-04:00,False,17614,2026-06-23 10:06:00-04:00,17615,EXPIRED_ACTIVE_8H,17614
IFVG2-001010,1,bullish,2026-06-23 03:06:00-04:00,False,17214,2026-06-23 03:26:00-04:00,17215,DEACTIVATED_OVERSHOOT_LIMIT,17214
IFVG2-001011,1,bullish,2026-06-23 03:21:00-04:00,False,17210,2026-06-23 03:22:00-04:00,17211,DEACTIVATED_OVERSHOOT_LIMIT,17210
IFVG2-001012,1,bearish,2026-06-23 03:23:00-04:00,False,17217,2026-06-23 03:29:00-04:00,17218,DEACTIVATED_CLOSE_THROUGH,17217
IFVG2-001013,1,bullish,2026-06-23 03:34:00-04:00,False,17223,2026-06-23 03:35:00-04:00,17224,DEACTIVATED_CLOSE_THROUGH,17223
IFVG2-001014,1,bearish,2026-06-23 03:41:00-04:00,False,17610,2026-06-23 10:02:00-04:00,17611,DEACTIVATED_OVERSHOOT_LIMIT,17610
IFVG2-001015,1,bullish,2026-06-23 04:49:00-04:00,False,17402,2026-06-23 06:34:00-04:00,17403,DEACTIVATED_CLOSE_THROUGH,17402
IFVG2-001016,1,bearish,2026-06-23 05:26:00-04:00,False,17335,2026-06-23 05:27:00-04:00,17336,DEACTIVATED_CLOSE_THROUGH,17335
IFVG2-001017,1,bearish,2026-06-23 05:43:00-04:00,False,17356,2026-06-23 05:48:00-04:00,17357,DEACTIVATED_OVERSHOOT_LIMIT,17356
IFVG2-001018,1,bullish,2026-06-23 05:46:00-04:00,False,17355,2026-06-23 05:47:00-04:00,17356,DEACTIVATED_CLOSE_THROUGH,17355
IFVG2-001019,1,bearish,2026-06-23 06:07:00-04:00,False,17489,2026-06-23 08:01:00-04:00,17490,DEACTIVATED_CLOSE_THROUGH,17489
IFVG2-001020,1,bearish,2026-06-23 06:27:00-04:00,False,17442,2026-06-23 07:14:00-04:00,17443,DEACTIVATED_CLOSE_THROUGH,17442
IFVG2-001021,1,bullish,2026-06-23 06:45:00-04:00,False,17414,2026-06-23 06:46:00-04:00,17415,DEACTIVATED_OVERSHOOT_LIMIT,17414
IFVG2-001022,1,bullish,2026-06-23 06:45:00-04:00,False,17510,2026-06-23 08:22:00-04:00,17511,DEACTIVATED_OVERSHOOT_LIMIT,17510
IFVG2-001023,1,bullish,2026-06-23 07:07:00-04:00,False,17505,2026-06-23 08:17:00-04:00,17506,DEACTIVATED_CLOSE_THROUGH,17505
IFVG2-001024,1,bearish,2026-06-23 08:11:00-04:00,False,17596,2026-06-23 09:48:00-04:00,17597,DEACTIVATED_OVERSHOOT_LIMIT,17596
IFVG2-001025,1,bearish,2026-06-23 09:25:00-04:00,False,17579,2026-06-23 09:31:00-04:00,17580,DEACTIVATED_CLOSE_THROUGH,17579
IFVG2-001026,1,bullish,2026-06-23 09:47:00-04:00,False,17673,2026-06-23 11:05:00-04:00,17674,DEACTIVATED_CLOSE_THROUGH,17673
IFVG2-001027,1,bullish,2026-06-23 09:52:00-04:00,False,17602,2026-06-23 09:54:00-04:00,17603,DEACTIVATED_CLOSE_THROUGH,17602
IFVG2-001028,1,bullish,2026-06-23 09:52:00-04:00,False,17603,2026-06-23 09:55:00-04:00,17604,DEACTIVATED_OVERSHOOT_LIMIT,17603
IFVG2-001029,1,bearish,2026-06-23 10:31:00-04:00,False,17644,2026-06-23 10:36:00-04:00,17645,DEACTIVATED_CLOSE_THROUGH,17644
IFVG2-001030,1,bearish,2026-06-23 10:32:00-04:00,False,17641,2026-06-23 10:33:00-04:00,17642,DEACTIVATED_CLOSE_THROUGH,17641
IFVG2-001031,1,bullish,2026-06-23 10:51:00-04:00,False,17660,2026-06-23 10:52:00-04:00,17661,DEACTIVATED_CLOSE_THROUGH,17660
IFVG2-001032,1,bearish,2026-06-23 10:53:00-04:00,False,17739,2026-06-23 12:11:00-04:00,17740,DEACTIVATED_CLOSE_THROUGH,17739
IFVG2-001033,1,bearish,2026-06-23 11:38:00-04:00,False,17711,2026-06-23 11:43:00-04:00,17712,DEACTIVATED_OVERSHOOT_LIMIT,17711
IFVG2-001034,1,bullish,2026-06-23 11:48:00-04:00,False,17855,2026-06-23 14:07:00-04:00,17856,DEACTIVATED_CLOSE_THROUGH,17855
IFVG2-001035,1,bullish,2026-06-23 11:51:00-04:00,False,17843,2026-06-23 13:55:00-04:00,17844,DEACTIVATED_CLOSE_THROUGH,17843
IFVG2-001036,1,bearish,2026-06-23 11:55:00-04:00,False,17724,2026-06-23 11:56:00-04:00,17725,DEACTIVATED_CLOSE_THROUGH,17724
IFVG2-001037,1,bearish,2026-06-23 12:17:00-04:00,False,17746,2026-06-23 12:18:00-04:00,17747,DEACTIVATED_CLOSE_THROUGH,17746
IFVG2-001038,1,bearish,2026-06-23 12:20:00-04:00,False,17751,2026-06-23 12:23:00-04:00,17752,DEACTIVATED_CLOSE_THROUGH,17751
IFVG2-001039,1,bearish,2026-06-23 12:26:00-04:00,False,17756,2026-06-23 12:28:00-04:00,17757,DEACTIVATED_CLOSE_THROUGH,17756
IFVG2-001040,1,bearish,2026-06-23 12:47:00-04:00,False,17800,2026-06-23 13:12:00-04:00,17801,DEACTIVATED_OVERSHOOT_LIMIT,17800
IFVG2-001041,1,bearish,2026-06-23 13:00:00-04:00,False,17789,2026-06-23 13:01:00-04:00,17790,DEACTIVATED_OVERSHOOT_LIMIT,17789
IFVG2-001042,1,bearish,2026-06-23 13:05:00-04:00,False,17797,2026-06-23 13:09:00-04:00,17798,DEACTIVATED_CLOSE_THROUGH,17797
IFVG2-001043,1,bullish,2026-06-23 13:33:00-04:00,False,17822,2026-06-23 13:34:00-04:00,17823,DEACTIVATED_OVERSHOOT_LIMIT,17822
IFVG2-001044,1,bearish,2026-06-23 13:37:00-04:00,False,18180,2026-06-23 20:32:00-04:00,18181,DEACTIVATED_OVERSHOOT_LIMIT,18180
IFVG2-001045,1,bearish,2026-06-23 14:18:00-04:00,False,17867,2026-06-23 14:19:00-04:00,17868,DEACTIVATED_CLOSE_THROUGH,17867
IFVG2-001046,1,bullish,2026-06-23 14:50:00-04:00,False,17901,2026-06-23 14:53:00-04:00,17902,DEACTIVATED_CLOSE_THROUGH,17901
IFVG2-001047,1,bullish,2026-06-23 15:04:00-04:00,False,17914,2026-06-23 15:06:00-04:00,17915,DEACTIVATED_CLOSE_THROUGH,17914
IFVG2-001048,1,bearish,2026-06-23 15:06:00-04:00,False,17931,2026-06-23 15:23:00-04:00,17932,DEACTIVATED_OVERSHOOT_LIMIT,17931
IFVG2-001049,1,bullish,2026-06-23 15:23:00-04:00,False,17933,2026-06-23 15:25:00-04:00,17934,DEACTIVATED_OVERSHOOT_LIMIT,17933
IFVG2-001050,1,bullish,2026-06-23 15:23:00-04:00,False,17956,2026-06-23 15:48:00-04:00,17957,DEACTIVATED_OVERSHOOT_LIMIT,17956
IFVG2-001051,1,bullish,2026-06-23 15:49:00-04:00,False,17961,2026-06-23 15:53:00-04:00,17962,DEACTIVATED_OVERSHOOT_LIMIT,17961
IFVG2-001052,1,bullish,2026-06-23 15:54:00-04:00,False,17963,2026-06-23 15:55:00-04:00,17964,DEACTIVATED_OVERSHOOT_LIMIT,17963
IFVG2-001053,1,bearish,2026-06-23 16:40:00-04:00,False,18010,2026-06-23 16:42:00-04:00,18011,DEACTIVATED_OVERSHOOT_LIMIT,18010
IFVG2-001054,1,bullish,2026-06-23 16:56:00-04:00,False,18051,2026-06-23 18:23:00-04:00,18052,DEACTIVATED_CLOSE_THROUGH,18051
IFVG2-001055,1,bearish,2026-06-23 18:19:00-04:00,False,18148,2026-06-23 20:00:00-04:00,18149,DEACTIVATED_CLOSE_THROUGH,18148
IFVG2-001056,1,bearish,2026-06-23 18:21:00-04:00,False,18148,2026-06-23 20:00:00-04:00,18149,DEACTIVATED_CLOSE_THROUGH,18148
IFVG2-001057,1,bearish,2026-06-23 18:23:00-04:00,False,18134,2026-06-23 19:46:00-04:00,18135,DEACTIVATED_CLOSE_THROUGH,18134
IFVG2-001058,1,bearish,2026-06-23 18:24:00-04:00,False,18056,2026-06-23 18:28:00-04:00,18057,DEACTIVATED_OVERSHOOT_LIMIT,18056
IFVG2-001059,1,bearish,2026-06-23 18:33:00-04:00,False,18133,2026-06-23 19:45:00-04:00,18134,DEACTIVATED_CLOSE_THROUGH,18133
IFVG2-001060,1,bearish,2026-06-23 18:34:00-04:00,False,18085,2026-06-23 18:57:00-04:00,18086,DEACTIVATED_OVERSHOOT_LIMIT,18085
IFVG2-001061,1,bearish,2026-06-23 18:34:00-04:00,False,18133,2026-06-23 19:45:00-04:00,18134,DEACTIVATED_CLOSE_THROUGH,18133
IFVG2-001062,1,bearish,2026-06-23 18:35:00-04:00,False,18064,2026-06-23 18:36:00-04:00,18065,DEACTIVATED_CLOSE_THROUGH,18064
IFVG2-001063,1,bullish,2026-06-23 18:50:00-04:00,False,18080,2026-06-23 18:52:00-04:00,18081,DEACTIVATED_CLOSE_THROUGH,18080
IFVG2-001064,1,bearish,2026-06-23 19:05:00-04:00,False,18099,2026-06-23 19:11:00-04:00,18100,DEACTIVATED_CLOSE_THROUGH,18099
IFVG2-001065,1,bullish,2026-06-23 19:12:00-04:00,False,18125,2026-06-23 19:37:00-04:00,18126,DEACTIVATED_CLOSE_THROUGH,18125
IFVG2-001066,1,bullish,2026-06-23 19:13:00-04:00,False,18122,2026-06-23 19:34:00-04:00,18123,DEACTIVATED_CLOSE_THROUGH,18122
IFVG2-001067,1,bearish,2026-06-23 19:37:00-04:00,False,18126,2026-06-23 19:38:00-04:00,18127,DEACTIVATED_OVERSHOOT_LIMIT,18126
IFVG2-001068,1,bullish,2026-06-23 19:45:00-04:00,False,18325,2026-06-23 22:57:00-04:00,18326,DEACTIVATED_CLOSE_THROUGH,18325
IFVG2-001069,1,bullish,2026-06-23 19:46:00-04:00,False,18137,2026-06-23 19:49:00-04:00,18138,DEACTIVATED_CLOSE_THROUGH,18137
IFVG2-001070,1,bullish,2026-06-23 19:46:00-04:00,False,18138,2026-06-23 19:50:00-04:00,18139,DEACTIVATED_CLOSE_THROUGH,18138
IFVG2-001071,1,bullish,2026-06-23 20:00:00-04:00,False,18149,2026-06-23 20:01:00-04:00,18150,DEACTIVATED_OVERSHOOT_LIMIT,18149
IFVG2-001072,1,bullish,2026-06-23 20:00:00-04:00,False,18152,2026-06-23 20:04:00-04:00,18153,DEACTIVATED_CLOSE_THROUGH,18152
IFVG2-001073,1,bullish,2026-06-23 20:01:00-04:00,False,18150,2026-06-23 20:02:00-04:00,18151,DEACTIVATED_CLOSE_THROUGH,18150
IFVG2-001074,1,bearish,2026-06-23 20:04:00-04:00,False,18154,2026-06-23 20:06:00-04:00,18155,DEACTIVATED_CLOSE_THROUGH,18154
IFVG2-001075,1,bullish,2026-06-23 20:06:00-04:00,False,18307,2026-06-23 22:39:00-04:00,18308,DEACTIVATED_CLOSE_THROUGH,18307
IFVG2-001076,1,bullish,2026-06-23 20:11:00-04:00,False,18160,2026-06-23 20:12:00-04:00,18161,DEACTIVATED_CLOSE_THROUGH,18160
IFVG2-001077,1,bullish,2026-06-23 20:32:00-04:00,False,18181,2026-06-23 20:33:00-04:00,18182,DEACTIVATED_CLOSE_THROUGH,18181
IFVG2-001078,1,bullish,2026-06-23 21:06:00-04:00,False,18217,2026-06-23 21:09:00-04:00,18218,DEACTIVATED_CLOSE_THROUGH,18217
IFVG2-001079,1,bullish,2026-06-23 21:23:00-04:00,False,18285,2026-06-23 22:17:00-04:00,18286,DEACTIVATED_CLOSE_THROUGH,18285
IFVG2-001080,1,bearish,2026-06-23 21:27:00-04:00,False,18236,2026-06-23 21:28:00-04:00,18237,DEACTIVATED_OVERSHOOT_LIMIT,18236
IFVG2-001081,1,bullish,2026-06-23 21:50:00-04:00,False,18260,2026-06-23 21:52:00-04:00,18261,DEACTIVATED_OVERSHOOT_LIMIT,18260
IFVG2-001082,1,bullish,2026-06-23 22:09:00-04:00,False,18281,2026-06-23 22:13:00-04:00,18282,DEACTIVATED_OVERSHOOT_LIMIT,18281
IFVG2-001083,1,bearish,2026-06-23 22:15:00-04:00,False,18459,2026-06-24 01:11:00-04:00,18460,DEACTIVATED_CLOSE_THROUGH,18459
IFVG2-001084,1,bearish,2026-06-23 22:17:00-04:00,False,18287,2026-06-23 22:19:00-04:00,18288,DEACTIVATED_CLOSE_THROUGH,18287
IFVG2-001085,1,bearish,2026-06-23 22:22:00-04:00,False,18293,2026-06-23 22:25:00-04:00,18294,DEACTIVATED_CLOSE_THROUGH,18293
IFVG2-001086,1,bullish,2026-06-23 22:25:00-04:00,False,18295,2026-06-23 22:27:00-04:00,18296,DEACTIVATED_OVERSHOOT_LIMIT,18295
IFVG2-001087,1,bullish,2026-06-23 22:29:00-04:00,False,18300,2026-06-23 22:32:00-04:00,18301,DEACTIVATED_CLOSE_THROUGH,18300
IFVG2-001088,1,bearish,2026-06-23 22:58:00-04:00,False,18339,2026-06-23 23:11:00-04:00,18340,DEACTIVATED_CLOSE_THROUGH,18339
IFVG2-001089,1,bullish,2026-06-23 23:09:00-04:00,False,18408,2026-06-24 00:20:00-04:00,18409,DEACTIVATED_CLOSE_THROUGH,18408
IFVG2-001090,1,bullish,2026-06-23 23:09:00-04:00,False,18817,2026-06-24 07:09:00-04:00,18818,EXPIRED_ACTIVE_8H,18817
IFVG2-001091,1,bullish,2026-06-23 23:11:00-04:00,False,18343,2026-06-23 23:15:00-04:00,18344,DEACTIVATED_OVERSHOOT_LIMIT,18343
IFVG2-001092,1,bearish,2026-06-23 23:16:00-04:00,False,18355,2026-06-23 23:27:00-04:00,18356,DEACTIVATED_CLOSE_THROUGH,18355
IFVG2-001093,1,bullish,2026-06-23 23:26:00-04:00,False,18393,2026-06-24 00:05:00-04:00,18394,DEACTIVATED_CLOSE_THROUGH,18393
IFVG2-001094,1,bearish,2026-06-23 23:46:00-04:00,False,18386,2026-06-23 23:58:00-04:00,18387,DEACTIVATED_CLOSE_THROUGH,18386
IFVG2-001095,1,bearish,2026-06-23 23:50:00-04:00,False,18380,2026-06-23 23:52:00-04:00,18381,DEACTIVATED_CLOSE_THROUGH,18380
IFVG2-001096,1,bearish,2026-06-24 00:00:00-04:00,False,18425,2026-06-24 00:37:00-04:00,18426,DEACTIVATED_CLOSE_THROUGH,18425
IFVG2-001097,1,bearish,2026-06-24 00:03:00-04:00,False,18392,2026-06-24 00:04:00-04:00,18393,DEACTIVATED_OVERSHOOT_LIMIT,18392
IFVG2-001098,1,bearish,2026-06-24 00:03:00-04:00,False,18424,2026-06-24 00:36:00-04:00,18425,DEACTIVATED_CLOSE_THROUGH,18424
IFVG2-001099,1,bullish,2026-06-24 00:36:00-04:00,False,18904,2026-06-24 08:36:00-04:00,18905,EXPIRED_UNTOUCHED_8H,18904
IFVG2-001100,1,bullish,2026-06-24 00:36:00-04:00,False,18904,2026-06-24 08:36:00-04:00,18905,EXPIRED_UNTOUCHED_8H,18904
IFVG2-001101,1,bullish,2026-06-24 01:11:00-04:00,False,18460,2026-06-24 01:12:00-04:00,18461,DEACTIVATED_OVERSHOOT_LIMIT,18460
IFVG2-001102,1,bullish,2026-06-24 01:16:00-04:00,False,18500,2026-06-24 01:52:00-04:00,18501,DEACTIVATED_OVERSHOOT_LIMIT,18500
IFVG2-001103,1,bearish,2026-06-24 01:29:00-04:00,False,18478,2026-06-24 01:30:00-04:00,18479,DEACTIVATED_CLOSE_THROUGH,18478
IFVG2-001104,1,bearish,2026-06-24 01:34:00-04:00,False,18483,2026-06-24 01:35:00-04:00,18484,DEACTIVATED_CLOSE_THROUGH,18483
IFVG2-001105,1,bullish,2026-06-24 02:10:00-04:00,False,18523,2026-06-24 02:15:00-04:00,18524,DEACTIVATED_CLOSE_THROUGH,18523
IFVG2-001106,1,bearish,2026-06-24 02:16:00-04:00,False,18539,2026-06-24 02:31:00-04:00,18540,DEACTIVATED_OVERSHOOT_LIMIT,18539
IFVG2-001107,1,bearish,2026-06-24 02:20:00-04:00,False,18539,2026-06-24 02:31:00-04:00,18540,DEACTIVATED_CLOSE_THROUGH,18539
IFVG2-001108,1,bullish,2026-06-24 02:34:00-04:00,False,18547,2026-06-24 02:39:00-04:00,18548,DEACTIVATED_OVERSHOOT_LIMIT,18547
IFVG2-001109,1,bullish,2026-06-24 02:56:00-04:00,False,18565,2026-06-24 02:57:00-04:00,18566,DEACTIVATED_CLOSE_THROUGH,18565
IFVG2-001110,1,bullish,2026-06-24 03:04:00-04:00,False,18573,2026-06-24 03:05:00-04:00,18574,DEACTIVATED_CLOSE_THROUGH,18573
IFVG2-001111,1,bearish,2026-06-24 03:25:00-04:00,False,18612,2026-06-24 03:44:00-04:00,18613,DEACTIVATED_CLOSE_THROUGH,18612
IFVG2-001112,1,bullish,2026-06-24 03:41:00-04:00,False,18624,2026-06-24 03:56:00-04:00,18625,DEACTIVATED_CLOSE_THROUGH,18624
IFVG2-001113,1,bullish,2026-06-24 04:01:00-04:00,False,18728,2026-06-24 05:40:00-04:00,18729,DEACTIVATED_CLOSE_THROUGH,18728
IFVG2-001114,1,bullish,2026-06-24 04:04:00-04:00,False,18675,2026-06-24 04:47:00-04:00,18676,DEACTIVATED_CLOSE_THROUGH,18675
IFVG2-001115,1,bullish,2026-06-24 04:04:00-04:00,False,18690,2026-06-24 05:02:00-04:00,18691,DEACTIVATED_CLOSE_THROUGH,18690
IFVG2-001116,1,bullish,2026-06-24 04:13:00-04:00,False,18642,2026-06-24 04:14:00-04:00,18643,DEACTIVATED_OVERSHOOT_LIMIT,18642
IFVG2-001117,1,bearish,2026-06-24 06:00:00-04:00,False,18751,2026-06-24 06:03:00-04:00,18752,DEACTIVATED_CLOSE_THROUGH,18751
IFVG2-001118,1,bullish,2026-06-24 06:03:00-04:00,False,18815,2026-06-24 07:07:00-04:00,18816,DEACTIVATED_OVERSHOOT_LIMIT,18815
IFVG2-001119,1,bullish,2026-06-24 06:26:00-04:00,False,18799,2026-06-24 06:51:00-04:00,18800,DEACTIVATED_CLOSE_THROUGH,18799
IFVG2-001120,1,bullish,2026-06-24 06:43:00-04:00,False,18792,2026-06-24 06:44:00-04:00,18793,DEACTIVATED_CLOSE_THROUGH,18792
IFVG2-001121,1,bearish,2026-06-24 06:46:00-04:00,False,18856,2026-06-24 07:48:00-04:00,18857,DEACTIVATED_OVERSHOOT_LIMIT,18856
IFVG2-001122,1,bearish,2026-06-24 07:20:00-04:00,False,18831,2026-06-24 07:23:00-04:00,18832,DEACTIVATED_CLOSE_THROUGH,18831
IFVG2-001123,1,bullish,2026-06-24 07:36:00-04:00,False,18909,2026-06-24 08:41:00-04:00,18910,DEACTIVATED_CLOSE_THROUGH,18909
IFVG2-001124,1,bullish,2026-06-24 07:37:00-04:00,False,18909,2026-06-24 08:41:00-04:00,18910,DEACTIVATED_CLOSE_THROUGH,18909
IFVG2-001125,1,bearish,2026-06-24 07:40:00-04:00,False,18851,2026-06-24 07:43:00-04:00,18852,DEACTIVATED_OVERSHOOT_LIMIT,18851
IFVG2-001126,1,bullish,2026-06-24 07:49:00-04:00,False,18869,2026-06-24 08:01:00-04:00,18870,DEACTIVATED_OVERSHOOT_LIMIT,18869
IFVG2-001127,1,bullish,2026-06-24 07:59:00-04:00,False,18868,2026-06-24 08:00:00-04:00,18869,DEACTIVATED_CLOSE_THROUGH,18868
IFVG2-001128,1,bullish,2026-06-24 08:17:00-04:00,False,18902,2026-06-24 08:34:00-04:00,18903,DEACTIVATED_CLOSE_THROUGH,18902
IFVG2-001129,1,bearish,2026-06-24 08:41:00-04:00,False,18960,2026-06-24 09:32:00-04:00,18961,DEACTIVATED_OVERSHOOT_LIMIT,18960
IFVG2-001130,1,bearish,2026-06-24 09:40:00-04:00,False,19033,2026-06-24 10:45:00-04:00,19034,DEACTIVATED_CLOSE_THROUGH,19033
IFVG2-001131,1,bullish,2026-06-24 09:50:00-04:00,False,18985,2026-06-24 09:57:00-04:00,18986,DEACTIVATED_CLOSE_THROUGH,18985
IFVG2-001132,1,bullish,2026-06-24 09:51:00-04:00,False,18983,2026-06-24 09:55:00-04:00,18984,DEACTIVATED_CLOSE_THROUGH,18983
IFVG2-001133,1,bullish,2026-06-24 10:21:00-04:00,False,19011,2026-06-24 10:23:00-04:00,19012,DEACTIVATED_OVERSHOOT_LIMIT,19011
IFVG2-001134,1,bullish,2026-06-24 10:31:00-04:00,False,19027,2026-06-24 10:39:00-04:00,19028,DEACTIVATED_CLOSE_THROUGH,19027
IFVG2-001135,1,bullish,2026-06-24 10:46:00-04:00,False,19035,2026-06-24 10:47:00-04:00,19036,DEACTIVATED_OVERSHOOT_LIMIT,19035
IFVG2-001136,1,bearish,2026-06-24 10:54:00-04:00,False,19046,2026-06-24 10:58:00-04:00,19047,DEACTIVATED_CLOSE_THROUGH,19046
IFVG2-001137,1,bullish,2026-06-24 10:58:00-04:00,False,19055,2026-06-24 11:07:00-04:00,19056,DEACTIVATED_CLOSE_THROUGH,19055
IFVG2-001138,1,bearish,2026-06-24 11:07:00-04:00,False,19056,2026-06-24 11:08:00-04:00,19057,DEACTIVATED_OVERSHOOT_LIMIT,19056
IFVG2-001139,1,bearish,2026-06-24 11:25:00-04:00,False,19077,2026-06-24 11:29:00-04:00,19078,DEACTIVATED_CLOSE_THROUGH,19077
IFVG2-001140,1,bullish,2026-06-24 11:49:00-04:00,False,19108,2026-06-24 12:00:00-04:00,19109,DEACTIVATED_OVERSHOOT_LIMIT,19108
IFVG2-001141,1,bullish,2026-06-24 11:50:00-04:00,False,19100,2026-06-24 11:52:00-04:00,19101,DEACTIVATED_OVERSHOOT_LIMIT,19100
IFVG2-001142,1,bullish,2026-06-24 12:35:00-04:00,False,19144,2026-06-24 12:36:00-04:00,19145,DEACTIVATED_CLOSE_THROUGH,19144
IFVG2-001143,1,bullish,2026-06-24 13:02:00-04:00,False,19174,2026-06-24 13:06:00-04:00,19175,DEACTIVATED_CLOSE_THROUGH,19174
IFVG2-001144,1,bearish,2026-06-24 13:06:00-04:00,False,19349,2026-06-24 16:01:00-04:00,19350,DEACTIVATED_CLOSE_THROUGH,19349
IFVG2-001145,1,bearish,2026-06-24 13:36:00-04:00,False,19207,2026-06-24 13:39:00-04:00,19208,DEACTIVATED_CLOSE_THROUGH,19207
IFVG2-001146,1,bearish,2026-06-24 14:33:00-04:00,False,19348,2026-06-24 16:00:00-04:00,19349,DEACTIVATED_CLOSE_THROUGH,19348
IFVG2-001147,1,bearish,2026-06-24 14:40:00-04:00,False,19341,2026-06-24 15:53:00-04:00,19342,DEACTIVATED_CLOSE_THROUGH,19341
IFVG2-001148,1,bullish,2026-06-24 14:56:00-04:00,False,19285,2026-06-24 14:57:00-04:00,19286,DEACTIVATED_CLOSE_THROUGH,19285
IFVG2-001149,1,bullish,2026-06-24 15:24:00-04:00,False,19732,2026-06-24 23:24:00-04:00,19733,EXPIRED_UNTOUCHED_8H,19732
IFVG2-001150,1,bullish,2026-06-24 15:36:00-04:00,False,19325,2026-06-24 15:37:00-04:00,19326,DEACTIVATED_CLOSE_THROUGH,19325
IFVG2-001151,1,bullish,2026-06-24 15:45:00-04:00,False,19334,2026-06-24 15:46:00-04:00,19335,DEACTIVATED_CLOSE_THROUGH,19334
IFVG2-001152,1,bullish,2026-06-24 16:01:00-04:00,False,19769,2026-06-25 00:01:00-04:00,19770,EXPIRED_ACTIVE_8H,19769
IFVG2-001153,1,bullish,2026-06-24 16:01:00-04:00,False,19769,2026-06-25 00:01:00-04:00,19770,EXPIRED_UNTOUCHED_8H,19769
IFVG2-001154,1,bullish,2026-06-24 16:05:00-04:00,False,19773,2026-06-25 00:05:00-04:00,19774,EXPIRED_UNTOUCHED_8H,19773
IFVG2-001155,1,bullish,2026-06-24 16:05:00-04:00,False,19773,2026-06-25 00:05:00-04:00,19774,EXPIRED_UNTOUCHED_8H,19773
IFVG2-001156,1,bullish,2026-06-24 16:08:00-04:00,False,19360,2026-06-24 16:12:00-04:00,19361,DEACTIVATED_OVERSHOOT_LIMIT,19360
IFVG2-001157,1,bearish,2026-06-24 16:33:00-04:00,False,19383,2026-06-24 16:35:00-04:00,19384,DEACTIVATED_CLOSE_THROUGH,19383
IFVG2-001158,1,bearish,2026-06-24 16:34:00-04:00,False,19383,2026-06-24 16:35:00-04:00,19384,DEACTIVATED_CLOSE_THROUGH,19383
IFVG2-001159,1,bullish,2026-06-24 16:35:00-04:00,False,19563,2026-06-24 20:35:00-04:00,19564,DEACTIVATED_CLOSE_THROUGH,19563
IFVG2-001160,1,bullish,2026-06-24 18:20:00-04:00,False,19429,2026-06-24 18:21:00-04:00,19430,DEACTIVATED_OVERSHOOT_LIMIT,19429
IFVG2-001161,1,bearish,2026-06-24 18:26:00-04:00,False,19493,2026-06-24 19:25:00-04:00,19494,DEACTIVATED_CLOSE_THROUGH,19493
