episode_id,variant_id,role,structure_id
EP-23791,,context/component,RB2-007507
EP-23792,,context/component,RB2-025756
EP-23793,,context/component,RB2-007508
EP-23794,,context/component,RB2-020401
EP-23795,,context/component,FVG2-002019
EP-23796,,context/component,RB2-020401
EP-23797,,context/component,RB2-007509
EP-23798,,context/component,RB2-020404
EP-23799,,context/component,RB2-020404
EP-23800,,context/component,RB2-025758
EP-23801,,context/component,RB2-025758
EP-23802,,context/component,RB2-007511
EP-23803,,context/component,RB2-007512
EP-23804,,context/component,FVG2-002020
EP-23805,,context/component,RB2-007510
EP-23806,,context/component,IFVG2-001211
EP-23807,,context/component,FVG2-002021
EP-23808,,context/component,RB2-007514
EP-23809,,context/component,RB2-007515
EP-23810,,context/component,RB2-020406
EP-23811,,context/component,RB2-007513
EP-23812,,context/component,RB2-007516
EP-23813,,context/component,RB2-020406
EP-23814,,context/component,IFVG2-001212
EP-23815,,context/component,RB2-007502
EP-23816,,context/component,RB2-007517
EP-23817,,context/component,RB2-020407
EP-23818,,context/component,FVG2-002022
EP-23819,,context/component,RB2-020407
EP-23820,,context/component,RB2-007518
EP-23821,,context/component,RB2-007519
EP-23821,,context/component,RB2-025760
EP-23821,,context/component,RB2-028601
EP-23822,,context/component,RB2-007498
EP-23823,,context/component,RB2-020408
EP-23824,,context/component,RB2-020398
EP-23825,,context/component,RB2-020408
EP-23826,,context/component,RB2-025760
EP-23827,,context/component,RB2-028601
EP-23828,,context/component,RB2-020398
EP-23829,,context/component,RB2-007520
EP-23830,,context/component,RB2-007521
EP-23831,,context/component,IFVG2-001213
EP-23832,,context/component,RB2-025759
EP-23833,,context/component,RB2-025759
EP-23834,,context/component,RB2-020409
EP-23835,,context/component,RB2-020409
EP-23836,,context/component,RB2-007523
EP-23837,,context/component,RB2-007522
EP-23838,,context/component,FVG2-002024
EP-23839,,context/component,FVG2-002023
EP-23840,,context/component,IFVG2-001214
EP-23841,,context/component,RB2-007525
EP-23842,,context/component,RB2-025761
EP-23843,,context/component,RB2-020410
EP-23844,,context/component,RB2-020410
EP-23845,,context/component,RB2-025761
EP-23846,,context/component,RB2-028602
EP-23847,,context/component,RB2-028602
EP-23848,,context/component,RB2-007526
EP-23849,,context/component,FVG2-002025
EP-23850,,context/component,RB2-007528
EP-23851,,context/component,RB2-007527
EP-23852,,context/component,RB2-020411
EP-23853,,context/component,RB2-020411
EP-23854,,context/component,RB2-007529
EP-23855,,context/component,RB2-007530
EP-23856,,context/component,RB2-007531
EP-23857,,context/component,IFVG2-001215
EP-23858,,context/component,RB2-020412
EP-23859,,context/component,RB2-007532
EP-23860,,context/component,RB2-020412
EP-23861,,context/component,RB2-007524
EP-23862,,context/component,RB2-028603
EP-23863,,context/component,RB2-007533
EP-23864,,context/component,RB2-007534
EP-23865,,context/component,RB2-007535
EP-23866,,context/component,FVG2-005262
EP-23867,,context/component,FVG2-005263
EP-23868,,context/component,FVG2-005263
EP-23869,,context/component,RB2-007536
EP-23870,,context/component,FVG2-002026
EP-23870,,context/component,FVG2-002027
EP-23870,,context/component,FVG2-005262
EP-23871,,context/component,RB2-007537
EP-23872,,context/component,IFVG2-001216
EP-23873,,context/component,IFVG2-002951
EP-23874,,context/component,RB2-025762
EP-23875,,context/component,FVG2-002028
EP-23876,,context/component,RB2-025762
EP-23877,,context/component,IFVG2-002951
EP-23878,,context/component,RB2-007538
EP-23879,,context/component,RB2-028603
EP-23880,,context/component,RB2-020414
EP-23881,,context/component,FVG2-002030
EP-23881,,context/component,RB2-007539
EP-23882,,context/component,RB2-020414
EP-23883,,context/component,FVG2-005264
EP-23883,,context/component,IFVG2-002952
EP-23883,,context/component,RB2-020413
EP-23884,,context/component,RB2-025763
EP-23885,,context/component,RB2-029722
EP-23886,,context/component,FVG2-002029
EP-23886,,context/component,FVG2-005264
EP-23886,,context/component,IFVG2-001217
EP-23886,,context/component,IFVG2-002952
EP-23886,,context/component,RB2-020413
EP-23886,,context/component,RB2-025763
EP-23886,,context/component,RB2-029722
EP-23887,,context/component,IFVG2-001218
EP-23888,,context/component,RB2-007540
EP-23889,,context/component,FVG2-002031
EP-23889,,context/component,IFVG2-001219
EP-23889,,context/component,IFVG2-002953
EP-23890,,context/component,IFVG2-002953
EP-23891,,context/component,RB2-007542
EP-23891,,context/component,RB2-020415
EP-23892,,context/component,RB2-020415
EP-23893,,context/component,RB2-007543
EP-23894,,context/component,FVG2-005265
EP-23895,,context/component,FVG2-005265
EP-23895,,context/component,RB2-007541
EP-23896,,context/component,RB2-020416
EP-23896,,context/component,RB2-025765
EP-23897,,context/component,FVG2-002032
EP-23898,,context/component,RB2-020416
EP-23899,,context/component,RB2-025753
EP-23900,,context/component,RB2-025765
EP-23901,,context/component,RB2-028599
EP-23902,,context/component,RB2-025753
EP-23902,,context/component,RB2-028599
EP-23903,,context/component,RB2-007544
EP-23904,,context/component,RB2-007496
EP-23905,,context/component,RB2-025766
EP-23906,,context/component,RB2-025766
EP-23907,,context/component,RB2-007546
EP-23908,,context/component,RB2-007547
EP-23909,,context/component,RB2-007545
EP-23910,,context/component,RB2-020417
EP-23911,,context/component,RB2-020417
EP-23912,,context/component,RB2-025767
EP-23913,,context/component,RB2-025767
EP-23914,,context/component,FVG2-002033
EP-23914,,context/component,RB2-007549
EP-23915,,context/component,RB2-007550
EP-23916,,context/component,RB2-025768
EP-23917,,context/component,RB2-020418
EP-23918,,context/component,RB2-020418
EP-23919,,context/component,RB2-025768
EP-23920,,context/component,RB2-007548
EP-23921,,context/component,RB2-007552
EP-23922,,context/component,RB2-007553
EP-23923,,context/component,FVG2-002035
EP-23924,,context/component,FVG2-002034
EP-23925,,context/component,RB2-007555
EP-23925,,context/component,RB2-020419
EP-23926,,context/component,RB2-007554
EP-23927,,context/component,RB2-020419
EP-23928,,context/component,RB2-007556
EP-23929,,context/component,RB2-007557
EP-23929,,context/component,RB2-025769
EP-23930,,context/component,RB2-025764
EP-23931,,context/component,RB2-025769
EP-23932,,context/component,RB2-025764
EP-23933,,context/component,FVG2-002036
EP-23933,,context/component,RB2-007558
EP-23934,,context/component,RB2-007561
EP-23935,,context/component,FVG2-002038
EP-23936,,context/component,IFVG2-001221
EP-23937,,context/component,IFVG2-001222
EP-23938,,context/component,RB2-025770
EP-23939,,context/component,RB2-007562
EP-23940,,context/component,RB2-025770
EP-23941,,context/component,RB2-007563
EP-23942,,context/component,RB2-020420
EP-23943,,context/component,RB2-020420
EP-23944,,context/component,RB2-007564
EP-23945,,context/component,RB2-007565
EP-23946,,context/component,FVG2-002037
EP-23947,,context/component,IFVG2-001223
EP-23948,,context/component,RB2-007559
EP-23949,,context/component,RB2-007560
EP-23950,,context/component,RB2-007566
EP-23951,,context/component,RB2-007567
EP-23952,,context/component,RB2-020421
EP-23953,,context/component,RB2-020421
EP-23954,,context/component,RB2-007568
EP-23955,,context/component,RB2-007569
EP-23956,,context/component,RB2-020405
EP-23956,,context/component,RB2-028600
EP-23957,,context/component,RB2-020405
EP-23958,,context/component,RB2-028600
EP-23959,,context/component,FVG2-002041
EP-23960,,context/component,RB2-007570
EP-23961,,context/component,RB2-007571
EP-23962,,context/component,RB2-007572
EP-23963,,context/component,RB2-025771
EP-23964,,context/component,RB2-025771
EP-23965,,context/component,RB2-020423
EP-23966,,context/component,RB2-020422
EP-23967,,context/component,RB2-020423
EP-23968,,context/component,RB2-007574
EP-23969,,context/component,RB2-020422
EP-23970,,context/component,FVG2-005267
EP-23971,,context/component,FVG2-005267
EP-23972,,context/component,IFVG2-002954
EP-23973,,context/component,RB2-007576
EP-23974,,context/component,IFVG2-002954
EP-23975,,context/component,RB2-007575
EP-23976,,context/component,RB2-007577
EP-23977,,context/component,RB2-020424
EP-23977,,context/component,RB2-025772
EP-23978,,context/component,RB2-020424
EP-23979,,context/component,RB2-025772
EP-23980,,context/component,RB2-007573
EP-23981,,context/component,RB2-007579
EP-23982,,context/component,FVG2-002042
EP-23983,,context/component,RB2-007580
EP-23984,,context/component,IFVG2-001225
EP-23985,,context/component,RB2-020425
EP-23986,,context/component,RB2-007581
EP-23987,,context/component,RB2-020425
EP-23988,,context/component,RB2-007583
EP-23989,,context/component,RB2-007582
EP-23990,,context/component,RB2-007578
EP-23991,,context/component,RB2-007585
EP-23992,,context/component,RB2-025773
EP-23993,,context/component,RB2-007584
EP-23993,,context/component,RB2-025773
EP-23994,,context/component,RB2-007586
EP-23995,,context/component,FVG2-002043
EP-23996,,context/component,RB2-007587
EP-23997,,context/component,RB2-020426
EP-23998,,context/component,RB2-020426
EP-23999,,context/component,RB2-007590
EP-24000,,context/component,FVG2-005266
EP-24001,,context/component,RB2-007589
EP-24002,,context/component,FVG2-002039
EP-24002,,context/component,FVG2-002040
EP-24002,,context/component,FVG2-005266
EP-24002,,context/component,IFVG2-001224
EP-24003,,context/component,RB2-007551
EP-24003,,context/component,RB2-030297
EP-24004,,context/component,FVG2-005255
EP-24005,,context/component,RB2-030297
EP-24006,,context/component,FVG2-001995
EP-24006,,context/component,FVG2-005255
EP-24007,,context/component,IFVG2-001220
EP-24008,,context/component,RB2-007591
EP-24009,,context/component,RB2-020427
EP-24010,,context/component,FVG2-002044
EP-24011,,context/component,RB2-020427
EP-24012,,context/component,RB2-007592
EP-24013,,context/component,RB2-020428
EP-24014,,context/component,RB2-020428
EP-24015,,context/component,RB2-007593
EP-24016,,context/component,RB2-007594
EP-24017,,context/component,RB2-020429
EP-24018,,context/component,RB2-020429
EP-24019,,context/component,RB2-007596
EP-24020,,context/component,RB2-007595
EP-24020,,context/component,RB2-028604
EP-24021,,context/component,RB2-025776
EP-24022,,context/component,RB2-025775
EP-24023,,context/component,RB2-025776
EP-24024,,context/component,RB2-028604
EP-24025,,context/component,RB2-007597
EP-24026,,context/component,RB2-007598
EP-24027,,context/component,RB2-025775
EP-24028,,context/component,RB2-020430
EP-24029,,context/component,RB2-020430
EP-24030,,context/component,RB2-007599
EP-24031,,context/component,RB2-007600
EP-24032,,context/component,RB2-007601
EP-24033,,context/component,RB2-007602
EP-24034,,context/component,RB2-020431
EP-24035,,context/component,RB2-020431
EP-24036,,context/component,RB2-007603
EP-24037,,context/component,RB2-029724
EP-24038,,context/component,FVG2-002045
EP-24039,,context/component,FVG2-007382
EP-24040,,context/component,RB2-029724
EP-24041,,context/component,FVG2-007382
EP-24042,,context/component,RB2-007605
EP-24043,,context/component,FVG2-002048
EP-24044,,context/component,RB2-007607
EP-24044,,context/component,RB2-020433
EP-24045,,context/component,RB2-020433
EP-24046,,context/component,RB2-007608
EP-24047,,context/component,RB2-020434
EP-24048,,context/component,RB2-020434
EP-24049,,context/component,RB2-007609
EP-24050,,context/component,RB2-007610
EP-24051,,context/component,FVG2-002049
EP-24052,,context/component,RB2-007612
EP-24053,,context/component,RB2-007611
EP-24054,,context/component,RB2-025777
EP-24055,,context/component,RB2-025777
EP-24056,,context/component,RB2-007613
EP-24057,,context/component,RB2-007614
EP-24057,,context/component,RB2-020436
EP-24058,,context/component,RB2-020436
EP-24059,,context/component,RB2-007615
EP-24060,,context/component,RB2-007616
EP-24061,,context/component,RB2-025778
EP-24062,,context/component,RB2-025778
EP-24063,,context/component,RB2-020437
EP-24064,,context/component,RB2-020437
EP-24065,,context/component,IFVG2-001227
EP-24066,,context/component,RB2-007617
EP-24067,,context/component,RB2-007618
EP-24068,,context/component,RB2-025779
EP-24069,,context/component,RB2-025779
EP-24070,,context/component,RB2-020438
EP-24071,,context/component,IFVG2-002955
EP-24072,,context/component,RB2-020438
EP-24073,,context/component,IFVG2-002955
EP-24074,,context/component,RB2-028605
EP-24075,,context/component,FVG2-005268
EP-24075,,context/component,FVG2-006634
EP-24075,,context/component,IFVG2-001226
EP-24076,,context/component,FVG2-005268
EP-24077,,context/component,FVG2-006634
EP-24078,,context/component,RB2-028605
EP-24079,,context/component,RB2-029723
EP-24080,,context/component,FVG2-002050
EP-24080,,context/component,RB2-007620
EP-24081,,context/component,RB2-007621
EP-24082,,context/component,RB2-025774
EP-24082,,context/component,RB2-029723
EP-24083,,context/component,RB2-007622
EP-24084,,context/component,RB2-025774
EP-24085,,context/component,RB2-007588
EP-24086,,context/component,RB2-020441
EP-24087,,context/component,RB2-020441
EP-24088,,context/component,FVG2-002054
EP-24089,,context/component,RB2-007624
EP-24090,,context/component,RB2-020442
EP-24091,,context/component,RB2-025781
EP-24092,,context/component,FVG2-005272
EP-24093,,context/component,RB2-020442
EP-24094,,context/component,FVG2-006637
EP-24095,,context/component,RB2-025781
EP-24096,,context/component,FVG2-002053
EP-24096,,context/component,FVG2-006637
EP-24097,,context/component,RB2-007625
EP-24098,,context/component,FVG2-005272
EP-24098,,context/component,RB2-007623
EP-24099,,context/component,RB2-007626
EP-24100,,context/component,RB2-020443
EP-24101,,context/component,IFVG2-001230
EP-24102,,context/component,RB2-020443
EP-24103,,context/component,FVG2-002055
EP-24103,,context/component,IFVG2-001229
EP-24104,,context/component,RB2-007628
